非洲	Африка
研究生	Послевузовское профессиональное образование
卡拉·布魯尼	Бруни-Саркози, Карла
印刷機	Ручной типографский станок
潘玉良	Пань Юйлян
殺人	Гомицид
非洲嗰歷史	История Африки
微積分	Математический анализ
績紹·本詹	Бюндхен, Жизель
斯瓦迪士核心詞列表	Список Сводеша
李斯	Ли Сы
雲林	Юньлинь (уезд)
莫諾縣 (加利福尼亞州)	Моно (округ)
呼應	Анафора (лингвистика)
佐俧俄·阿瑪尼	Армани, Джорджио
維維嫣·韋斯托屋多	Вествуд, Вивьен
基因工程	Генетическая инженерия
柯里斯殿·帝俄	Диор, Кристиан
捺扣	Пуговица
李安	Ли, Энг
核磁共振成相	Магнитно-резонансная томография
翼𦑃	Птичье крыло
A型H1N1流行性感冒病毒	H1N1
戲面殼子	Маска
中	Централь (значения)
學士	Бакалавр
主語	Подлежащее
華爾街日報	The Wall Street Journal
100年代	100-е годы
三稜鏡	Призма (оптика)
混沌理論	Теория хаоса
借彪	Джабир ибн Хайян
蝦蟆仁子	Головастик
著火	Пожар
1100年代	1100-е годы
水力	Гидроэнергия
級數	Числовой ряд
中國抗日戰爭	Японо-китайская война (1937—1945)
110年代	110-е годы
龍樹	Нагарджуна
伊夫·聖·羅倫	Сен-Лоран, Ив
李承晩	Ли Сын Ман
南昌	Наньчан
矇矇躲躲	Прятки
120年代	120-е годы
池袋站	Икэбукуро (станция)
阿披實	Ветчачива, Апхисит
厘米	Сантиметр
極限	Предел (математика)
170年代	170-е годы
腡	Дактилоскопия
Gucci	Gucci
插圖	Иллюстрация
甲午戰爭	Японо-китайская война (1894—1895)
韻	Рифма
俄打	Ода
謂語	Сказуемое
亞歷山德拉·柯倫泰	Коллонтай, Александра Михайловна
新宿區	Синдзюку
塑像	Статуя
牙骹	Челюсть
新石器革命	Неолитическая революция
金庸	Цзинь Юн
曼婁主義	Доктрина Монро
𩭽頭	Алопеция
高雄市	Гаосюн
艾列則·本曳乎打	Бен-Йехуда, Элиэзер
普理鐸廉尼	Преторианская гвардия
史丹·李	Стэн Ли
南極圈	Южный полярный круг
巴剌	Баллада
簡·愛	Джейн Эйр
130年代	130-е годы
碩士	Магистр
黸	Ржавчина
舞臺藝術	Театральное искусство
娛樂	Отдых
三國	Эпоха Троецарствия
亨利·曼齊尼	Манчини, Генри
張勉	Чан Мён
數學常數	Математическая константа
膏子	Каша
褯片	Подгузник
德拿留斯	Денарий
天皇	Список императоров Японии
1400年代	1400-е годы
壽歲	Ожидаемая продолжительность жизни
140年代	140-е годы
1410年代	1410-е годы
1430年代	1430-е годы
艾米里俄·阿圭那多	Агинальдо, Эмилио
1460年代	1460-е годы
引喻	Синекдоха
港區 (東京都)	Минато
1470年代	1470-е годы
1480年代	1480-е годы
辛亥革命	Синьхайская революция
1490年代	1490-е годы
類韻	Ассонанс
噸	Тонна
LV	Louis Vuitton
150年代	150-е годы
尹潽善	Юн Бо Сон
南京大屠殺	Нанкинская резня
尹致昊	Юн Чхи Хо
豆漿	Соевое молоко
1520年代	1520-е годы
我有一隻夢	У меня есть мечта
手㡤	Носовой платок
1530年代	1530-е годы
韻律	Метр (стихосложение)
Prada	Prada
1550年代	1550-е годы
1560年代	1560-е годы
澀谷區	Сибуя (специальный район)
1570年代	1570-е годы
屏東	Пиндун (уезд)
1620年代	1620-е годы
1630年代	1630-е годы
1640年代	1640-е годы
1650年代	1650-е годы
顯微鏡	Микроскоп
1660年代	1660-е годы
1670年代	1670-е годы
肋𩩍骨	Ребро
1690年代	1690-е годы
張道陵	Чжан Даолин
張魯	Чжан Лу
中秋餅	Юэбин
1710年代	1710-е годы
1720年代	1720-е годы
娜娥媚·監孛	Кэмпбелл, Наоми
塔	Пагода
1760年代	1760-е годы
壯學	Чжуанология
明喻	Сравнение (риторика)
土狗	Медведки
1790年代	1790-е годы
中醫	Традиционная китайская медицина
世界嗰歷史	Всемирная история
180年代	180-е годы
Notting Hill	Ноттинг-Хилл (фильм)
南昌之星	Звезда Наньчана
珠江	Чжуцзян
馮姓	Фэн (фамилия)
咆哮山莊	Грозовой перевал
韋庫拖里阿線	Линия Виктория
跨句	Анжамбеман
灶	Домашняя печь
叫銛子	Свисток
笙卓線	Центральная линия (Лондон)
190年代	190-е годы
弱強格	Ямб
必卡底利線	Линия Пикадилли
鄱陽湖	Поянху
武夷山	Уишань (горы)
美術館	Художественная галерея
禾特露實第線	Линия Ватерлоо-энд-Сити
正旋舞歌	Строфа
阿歷山德·麥琨	Маккуин, Александр
形	Форма предмета
色斯特州斯	Сестерций
金性洙	Ким Сонсу
作爆	Отвращение
鑊	Вок
強弱格	Хорей
中國足球協會超級聯賽	Чемпионат Китая по футболу
所科線	Кольцевая линия (Лондон)
的斯集庫杜線	Линия Дистрикт
咸摩斯密史&實第線	Линия Хаммерсмит-энд-Сити
200年代	200-е годы
焦尼·阿利得	Джонни Холлидей
楷棏·茉蕬	Мосс, Кейт
強弱弱格	Дактиль
中央區 (東京都)	Тюо (специальный район)
文京區	Бункё
舊金山灣區	Область залива Сан-Франциско
足立區	Адати
210年代	210-е годы
千代田區	Тиёда (специальный район)
江戶川區	Эдогава (специальный район)
金奎植	Ким Гюсик
Dolce & Gabbana	Dolce & Gabbana
220年代	220-е годы
八頂段站	Паддингтон (вокзал)
羅笙線	Северная линия (Лондон)
等號	Знак равенства
卡文·可蘭	Кляйн, Кельвин
潑水節	Сонгкран
江東區 (東京都)	Кото (специальный район)
龍	Китайский дракон
金九	Ким Гу
230年代	230-е годы
九江	Цзюцзян
240年代	240-е годы
情節	Фабула
大田區	Ота (специальный район)
250年代	250-е годы
Chanel	Chanel
嘉羅希·拿華頁	Galeries Lafayette
五行	У-син
260年代	260-е годы
270年代	270-е годы
扁頭風	Настоящие кобры
280年代	280-е годы
290年代	290-е годы
清水寺	Киёмидзу-дэра
300年代	300-е годы
310年代	310-е годы
320年代	320-е годы
330年代	330-е годы
羅漢 (佛教)	Архат (буддизм)
340年代	340-е годы
醬油	Соевый соус
繞口令	Скороговорка
所利都斯	Солид
400年代	400-е годы
世田谷區	Сэтагая
公制	Метрическая система мер
410年代	410-е годы
荒川區	Аракава (специальный район)
葛飾區	Кацусика
杉並區	Сугинами
板橋區 (日本)	Итабаси
台東區	Тайто (специальный район)
練馬區	Нэрима
420年代	420-е годы
利瑪竇	Риччи, Маттео
品川區	Синагава
共產黨	Коммунистическая партия
430年代	430-е годы
蕭戊·安德森	Андерсон, Шервуд
目黑區	Мэгуро
中野區	Накано (специальный район)
440年代	440-е годы
450年代	450-е годы
北區 (東京都)	Кита (специальный район)
墨田區	Сумида
460年代	460-е годы
470年代	470-е годы
豐島區	Тосима (специальный район)
480年代	480-е годы
490年代	490-е годы
牛	Настоящие быки
90	90 (число)
500年代	500-е годы
58	58 (число)
510年代	510-е годы
520年代	520-е годы
郎波羅·哥疊	Готье, Жан-Поль
530年代	530-е годы
540年代	540-е годы
索馬里内戰	Гражданская война в Сомали
550年代	550-е годы
72	72 (число)
560年代	560-е годы
帝他·黃·第斯	Дита фон Тиз
570年代	570-е годы
580年代	580-е годы
590年代	590-е годы
臺中市	Тайчжун
600年代	600-е годы
610年代	610-е годы
上海申鑫足球俱乐部	Шанхай Шэньсинь
620年代	620-е годы
800年代	800-е годы
630年代	630-е годы
640年代	640-е годы
650年代	650-е годы
時裝週	Неделя моды
660年代	660-е годы
鵝	Домашний гусь
670年代	670-е годы
衫袖	Рукав (деталь одежды)
690年代	690-е годы
700年代	700-е годы
法隆寺	Хорю-дзи
70年代	70-е годы
710年代	710-е годы
720年代	720-е годы
730年代	730-е годы
基阿尼·沃薩濟	Версаче, Джанни
740年代	740-е годы
750年代	750-е годы
760年代	760-е годы
電池	Батарея (электротехника)
770年代	770-е годы
780年代	780-е годы
2010年冰島火山嗰噴發	Извержение вулкана Эйяфьядлайёкюдль (2010)
790年代	790-е годы
80年代	80-е годы
810年代	810-е годы
820年代	820-е годы
830年代	830-е годы
840年代	840-е годы
850年代	850-е годы
茣菜	Ипомея водяная
討飯教子	Попрошайничество
東吳	У (Троецарствие)
外苑前站	Гайэммаэ (станция)
中野坂上站	Накано-Сакауэ (станция)
啑呢	Чатни
900年代	900-е годы
90年代	90-е годы
910年代	910-е годы
2009年7月22號嗰日食	Солнечное затмение 22 июля 2009 года
溜池山王站	Тамэикэ-Санно (станция)
92	92 (число)
84	84 (число)
96	96 (число)
43	43 (число)
指示詞	Указательные местоимения
青年沙利門	Карл Юный
東京站	Токио (станция)
87	87 (число)
東江	Дунцзян
54	54 (число)
哥都學婁都站	Голдхок-роуд (станция метро)
丕平四世	Пипин Горбатый
美國國家公園管理局	Служба национальных парков США
張國榮	Чун, Лесли
蔣經國	Цзян Цзинго
威廉·詹姆士·西迪斯	Сайдис, Уильям Джеймс
安達斯·波尼斯奧	Бонифасио, Андрес
王維	Ван Вэй
傽·賈利阿羅	Гальяно, Джон
陶淵明	Тао Юаньмин
瀨尿	Энурез
阿波里納里奧·馬比尼	Мабини, Аполинарио
韓愈	Хань Юй
王安石	Ван Аньши
徐載弼	Со Джэпхиль
炙日頭	Загар
鹿野苑	Сарнатх
龕	Камидана
嘩哱嘞蛋	Яйца Фаберже
夏羅資	Harrods
朴憲永	Пак Хон Ён
王建 (高麗大王)	Ван Гон
歐陽修	Оуян Сю
金枓奉	Ким Ду Бон
溜溜板	Детская горка
包拯	Бао Чжэн
指示	Дейксис
八卦	Триграмма
88	88 (число)
虎之門站	Тораномон (станция)
京橋站	Кёбаси (станция, Токио)
末廣町站	Суэхиротё (станция, Токио)
稻荷町站	Инаритё (станция)
福澤諭吉	Фукудзава Юкити
胸	Садр (значения)
萍鄉	Пинсян (Цзянси)
新喻	Синьюй
鷹潭	Интань
贛州	Ганьчжоу
吉安	Цзиань
宜春	Ичунь (Цзянси)
撫州	Фучжоу (Цзянси)
上饒	Шанжао
腳魚	Трёхкоготные черепахи
阿斯	Асс (денежная единица)
尹善道	Юн Сон До
元均	Вон Гюн
張澤相	Чан Тхэк Сан
華倫蒂羅·嘉拿華尼	Гаравани, Валентино
崔庸健	Чхве Ён Гон
蔣·波羅	Блау, Ян Виллем
安鐸尼俄·都·納布黎夏	Антонио де Небриха
敘事學	Нарратология
和單	Простыня
AFI嗰世紀百大名言	100 известных цитат из американских фильмов за 100 лет по версии AFI
85	85 (число)
澀谷站	Сибуя (станция)
27	27 (число)
35	35 (число)
64	64 (число)
99	99 (число)
蘇姓	Су (фамилия)
都柏林人	Дублинцы
莎榭·倍禾娃羅娃	Пивоварова, Александра Игоревна
多娜·卡蘭	Каран, Донна
閔玆暎	Королева Мин
黃眞伊	Хван Джин И
金星 (舞者)	Цзинь Син
崇禮門	Намдэмун
技術嗰歷史	История технологии
一隻後生藝術家嗰畫像	Портрет художника в юности
弱弱強格	Анапест
瑪麗·哲浮姿	Трэверс, Мэри
梅沒濕斯	Мимесис
存在	Существование
山口二矢	Ямагути, Отоя
李昰應	Ли Хаын
石濤	Шитао
程抱一	Чен, Франсуа
申叔舟	Син Сукчу
廳下	Гостиная
奧婁斯	Ауреус
南昌起義	Наньчанское восстание
雷斯立瑪諾站	Райслип-мэнор (станция метро)
燈塔之行	На маяк
理性主義	Рационализм (философия)
聖保羅地鐵	Метрополитен Сан-Паулу
陀螺儀	Гироскоп
和服	Кимоно
頭韻法	Аллитерация
韓國嗰國寶	Национальные сокровища Кореи
曺植	Чо Сик
弓裔	Кун Е
李山海	Ли Сан Хэ
古世界嗰七大奇跡	Семь чудес света
核桃溪 (加利福尼亞州)	Уолнат-Крик
鄭麟趾	Чон Ин Джи
着落月球	Список прилунений
李光洙	Ли Гвансу
朴重陽	Пак Чжон-ян
李會昌	Ли Хвечхан
馬丁內斯 (加利福尼亞州)	Мартинес (Калифорния)
日比谷站	Хибия (станция)
56	56 (число)
瑪算·迪可算線	Линия Мэйсона — Диксона
胸肌	Большая грудная мышца
2020年代	2020-е годы
89	89 (число)
司利夸	Силиква
Cartier	Cartier
Dior	Christian Dior
76	76 (число)
29	29 (число)
清湯	Вонтоны
蒙古	Монгольское плато
科羅勒理·溫申佐	Коронелли, Винченцо Мария
希凌端站	Хиллингдон (станция метро)
四行詩	Катрен
反穀物法同盟	Лига против хлебных законов
文天祥	Вэнь Тяньсян
2060年代	2060-е годы
招兵	Воинская обязанность
71	71 (число)
28	28 (число)
爆竹	Петарда
59	59 (число)
62	62 (число)
95	95 (число)
安鐸尼年努斯	Антониниан
38	38 (число)
75	75 (число)
銀座站	Гиндза (станция)
赤坂見附站	Акасака-Мицукэ (станция)
青山一丁目站	Аояма-Иттёмэ (станция)
聖拉蒙 (加利福尼亞州)	Сан-Рамон (Калифорния)
可洛斯利站	Кроксли (станция метро)
大沙丘國家公園	Грейт-Санд-Дьюнс
蒲圻	Чиби (город)
北可斯集杜站	Бейкер-стрит (станция метро)
詞頭音消失	Афереза
Wikipedia:捷徑	Википедия:ВП
廬山	Лушань
心經	Сутра сердца
情節突變	Перипетия
比利·海靈頓	Херрингтон, Билли
45	45 (число)
羅斯屋站	Норсвуд (станция метро)
諧斯集杜肯成段站	Хай-стрит Кенсингтон (станция метро)
Armani	Giorgio Armani
阿根透斯	Аргентиус
65	65 (число)
羅斯夏婁站	Северный Харроу (станция метро)
音節省略	Элизия (лингвистика)
2050年代	2050-е годы
2040年代	2040-е годы
2070年代	2070-е годы
夏婁安哲侯站	Харроу-он-зе-Хилл (станция метро)
理茲酒店 (巴黎)	Риц (отель в Париже)
68	68 (число)
97	97 (число)
救貧法	Английские законы о бедных
大數	Китайские числительные
南京大學	Нанкинский университет
94	94 (число)
輔仁大學	Католический университет Фужэнь
55	55 (число)
美洲嗰歷史	История Америки
91	91 (число)
Versace	Versace
韓服	Ханбок
張國祥	Чжан Госян
葉姓	Е (фамилия)
黃庭堅	Хуан Тинцзянь
吳官正	У Гуаньчжэн
程懋筠	Чэн Маоюнь
杜姓	Ду (фамилия)
曹姓	Цао (фамилия)
80	80 (число)
21	21 (число)
22	22 (число)
70	70 (число)
50	50 (число)
41	41 (число)
34	34 (число)
33	33 (число)
47	47 (число)
31	31 (число)
32	32 (число)
44	44 (число)
46	46 (число)
49	49 (число)
48	48 (число)
37	37 (число)
39	39 (число)
36	36 (число)
53	53 (число)
81	81 (число)
66	66 (число)
63	63 (число)
52	52 (число)
69	69 (число)
73	73 (число)
57	57 (число)
74	74 (число)
79	79 (число)
67	67 (число)
77	77 (число)
83	83 (число)
82	82 (число)
86	86 (число)
78	78 (число)
98	98 (число)
高姓	Гао (фамилия)
2030年代	2030-е годы
劉雯	Лю Вэнь
洋	Мировой океан
袁姓	Юань (фамилия)
韓姓	Хань (фамилия)
金姓	Цзинь (фамилия)
琴	Цисяньцинь
益肯咸站	Икенхам (станция метро)
詹姆斯·安格爾頓	Энглтон, Джеймс Хесус
畬人	Шэ (народ)
拿第摩婁都站	Лэтимер-роуд (станция метро)
霞關站	Касумигасэки (станция, Токио)
叭呔語	Патуа
Bulgari	Bulgari
妲諾維夫人	Миссис Дэллоуэй
東洋生態區	Индомалайская зона
Givenchy	Givenchy
透鏡	Линза
劍齒象	Стегодоны
百越	Байюэ
61	61 (число)
日本橋站	Нихомбаси (станция)
俄都革站	Олдгейт (станция метро)
茂恩都站	Майл-Энд (станция метро)
秋葉原站	Акихабара (станция)
阿摩閃站	Амершем (станция)
淺草站	Асакуса (станция)
百慶站	Баркинг (станция)
科能斯集杜站	Кэннон Стрит (станция метро)
借芳拿第摩站	Челфонт-энд-Лэтимер (станция)
絕利屋站	Чорливуд (станция)
惠比壽站	Эбису (станция, Токио)
華凌端站	Фаррингдон (станция)
飯田橋站	Иидабаси (станция)
神田站	Канда (станция, Токио)
北千住站	Кита-Сэндзю (станция)
利物浦斯集杜站	Ливерпуль-стрит
摩革站	Моргейт (станция метро)
中野站	Накано (станция, Токио)
御茶之水站	Отяномидзу (станция)
荻窪站	Огикубо (станция)
歷紋斯禾斯站	Рикмэнсворс (станция)
新橋站	Симбаси (станция)
新宿站	Синдзюку (станция)
高田馬場站	Такаданобаба (станция)
上野站	Уэно (станция)
韋斯杜咸站	Вест-Хэм (станция)
四谷站	Ёцуя (станция)
趙姓	Чжао (фамилия)
張姓	Чжан (фамилия)
劉姓	Лю
陳姓	Чэнь
板庫-黙紐紋杜站	Бэнк-энд-Моньюмент
拜茲禾多站	Бэйсуотер (станция метро)
立方體	Куб
42	42 (число)
京斯可羅斯聖潘可拿斯站	Кингс-Кросс Сент-Панкрасс (станция метро)
布朗第姊妹	Сёстры Бронте
彭姓	Пэн
Hermès	Hermès
楊姓	Ян (фамилия)
黃姓	Хуан (фамилия)
周姓	Чжоу (фамилия)
吳姓	Ын
音樂史	История музыки
中華民國國歌	Гимн Китайской Республики
佢俚先頭攻擊…	Когда они пришли…
呫·呵嘍法	Законы Джима Кроу
三清山	Саньциншань
貝特魯大屠殺	Манчестерская бойня
粥	Рисовый отвар
現代主義	Модернизм
董源	Дун Юань
斤	Кэтти
保婁都站	Боу-роуд (станция метро)
51	51 (число)
龍虎山	Лунхушань
延曆寺	Энряку-дзи
金文	Цзиньвэнь
Fendi	Fendi
布南利拜保站	Бромли-бай-Боу (станция метро)
湯顯祖	Тан Сяньцзу
騒斯夏婁站	Южный Харроу (станция метро)
固勒潑蘭斯集杜站	Грейт-Портленд-стрит (станция метро)
古羅馬嗰貨幣	Монетная система Древнего Рима
溫布利白站	Парк Уэмбли (станция метро)
酒比利線	Юбилейная линия
東京地鐵	Токийский метрополитен
騒斯肯成段站	Южный Кенсингтон (станция метро)
韋庫拖里阿站	Виктория (вокзал)
龔姓	Гун (фамилия)
萬姓	Вань (фамилия)
講古	Сказительство
耒陽	Лэйян
瑞金	Жуйцзинь
卡拿雷沃乎站	Кэнэри-Уорф (станция метро)
卡寧塘站	Кеннинг Таун (станция)
贛江	Гань (река)
髮色	Пигментация волос
蘇榮	Су Жун
人名	Полное имя
築地站	Цукидзи (станция)
神谷町站	Камиятё (станция)
地支	Земные ветви
小傳馬町站	Кодэмматё (станция)
三之輪站	Минова (станция)
仲御徒町站	Нака-Окатимати (станция)
南阿佐谷站	Минами-Асагая (станция)
八丁堀站	Хаттёбори (станция, Токио)
銀座線	Линия Гиндза (Tokyo Metro)
四谷三丁目站	Ёцуя-Сантёмэ (станция)
入谷站	Ирия (станция, Токио)
新中野站	Син-Накано (станция)
千代田線	Линия Тиёда (Tokyo Metro)
浦安站	Ураясу (станция, Тиба)
茗荷谷站	Мёгадани (станция)
新大塚站	Син-Оцука (станция)
東銀座站	Хигаси-Гиндза (станция)
新高圓寺站	Син-Коэндзи (станция)
淡路町站	Авадзитё (станция)
方南町站	Хонантё (станция)
東高圓寺站	Хигаси-Коэндзи (станция)
早稻田站	Васэда (станция, Tokyo Metro)
董姓	Дун (фамилия)
都潘州斯	Дупондий
中野新橋站	Накано-Симбаси (станция)
中野富士見町站	Накано-Фудзимитё (станция)
中目黑站	Нака-Мэгуро (станция)
新宿御苑前站	Синдзюку-Гёэммаэ (станция)
陸姓	Лу (фамилия)
中華蘇維埃共和國	Китайская Советская Республика
眯睎眼	Эпикантус
韋斯杜敏斯拖站	Вестминстер (станция метро)
霍利斯	Фоллис
詞中音消失	Синкопа (лингвистика)
鞏金甌	Золотой кубок (гимн)
人形町站	Нингётё (станция)
新宿三丁目站	Синдзюку-Сантёмэ (станция)
丸之內線	Линия Маруноути (Tokyo Metro)
東西線	Линия Тодзай (Tokyo Metro)
廣尾站	Хироо (станция)
後樂園站	Коракуэн (станция)
舍利子	Шарира
上野廣小路站	Уэно-Хирокодзи (станция)
三界	Трилока
柔黛歐·齋府	Родео-драйв
天干	Небесные стволы
國會議事堂前站	Коккай-Гидзидомаэ (станция)
慧遠	Хуэйюань
田原町站	Таварамати (станция, Токио)
日比谷線	Линия Хибия (Tokyo Metro)
元興寺	Ганго-дзи
南朝	Южные Династии
周璇	Чжоу Сюань
蔡姓	Цай (фамилия)
波	Волны (роман)
除法	Деление (математика)
有理數	Рациональное число
展斯	Триенс
奎那留斯	Квинарий
杉美斯	Семис
依斯杜咸站	Ист-Хэм (станция метро)
羅斯依凌站	Северный Илинг (станция метро)
渥·因·浮羅孌·索達	В честь пропавшего солдата
依斯杜渴站	Исткот (станция метро)
60年代	60-е годы
50年代	50-е годы
40年代	40-е годы
30年代	30-е годы
雷斯立站	Райслип (станция метро)
芬濟利婁都站	Финчли Роуд (станция метро)
車	Наземное транспортное средство
敘事	Нарратив
步賴斯兜站	Плейстоу (станция метро)
六本木站	Роппонги (станция)
表參道站	Омотэсандо (станция)
羽衣仙女	Лебединые девы
大手町站	Отэмати (станция, Токио)
漢服	Ханьфу
音班庫紋杜站	Набережная (станция метро)
章邯	Чжан Хань
襠袋	Гульфик (деталь доспеха)
法起寺	Хокки-дзи
Zegna	Ermenegildo Zegna
度 (溫度)	Градус (температура)
孟建柱	Мэн Цзяньчжу
優斯端斯怪爾站	Юстон-сквер (станция метро)
江南	Цзяннань
石台	Шитай
潛山	Цяньшань (Аньхой)
星子	Синцзы
工廠法令	Фабричное законодательство в Англии в XIX веке
巴部第斯杜·茄比科尼	Джабикони, Батист
丁姓	Дин (фамилия)
分類:德國	Категория:Германия
分類:意大利	Категория:Италия
分類:美國	Категория:США
分類:俄羅斯	Категория:Россия
分類:加拿大	Категория:Канада
分類:英國	Категория:Великобритания
分類:中國	Категория:Китай
分類:日本	Категория:Япония
分類:澳大利亞	Категория:Австралия
分類:印度	Категория:Индия
分類:沙特阿拉伯	Категория:Саудовская Аравия
分類:以色列	Категория:Израиль
分類:土耳其	Категория:Турция
分類:埃及	Категория:Египет
辣布羅庫固羅戶站	Лэдброк-Гроув (станция метро)
20年代	20-е годы
俄都革依斯杜站	Олдгейт-Ист (станция метро)
鄧波站	Темпл (станция метро)
固羅實斯特婁都站	Глостер-роуд (станция метро)
1120年代	1120-е годы
680年代	680-е годы
摩白站	Мур Парк (станция метро)
分類:荷蘭	Категория:Нидерланды
分類:波蘭	Категория:Польша
分類:泰國	Категория:Таиланд
分類:越南	Категория:Вьетнам
分類:植物	Категория:Растения
分類:物理學	Категория:Физика
分類:生物學	Категория:Биология
分類:化學	Категория:Химия
分類:歷史	Категория:История
分類:地理	Категория:География
分類:社會	Категория:Общество
分類:宗教	Категория:Религия
分類:科學	Категория:Наука
分類:地球	Категория:Земля
桃兒侯站	Тауэр Хилл (станция метро)
孟遜孝斯站	Мэншн Хаус (станция метро)
美利阿能斯	Милиарисий
維曼默宮	Виманмек
俄波段站	Альпертон (станция метро)
斯郎斯怪爾站	Слоун-сквер (станция метро)
聖詹實斯白站	Сент-Джеймсский парк (станция метро)
照應	Катафора
俄南多	Орландо (роман)
鴨段白站	Аптон-парк (станция метро)
韻腳	Стихотворный размер
白羅夭站	Парк-Ройал (станция метро)
邵姓	Шао (фамилия)
分類:2012年過世	Категория:Умершие в 2012 году
金峯山寺	Кимпусэн-дзи
分類:1072年過世	Категория:Умершие в 1072 году
詩節	Стансы
羅夭厄站	Ройал Оук (станция метро)
屋斯布利祭站	Аксбридж (станция метро)
模板:Box-footer	Шаблон:Box-footer
舍布利塘站	Садбери-таун (станция метро)
羅町侯革站	Ноттинг-хилл Гейт (станция метро)
協浮茲布西瑪乞站	Шепердс-Буш-Маркет (станция метро)
韋斯杜邦白站	Уэстбурн-парк (станция метро)
黑池電車	Блэкпульский трамвай
斯答尼固玲站	Степни-Грин (станция метро)
并諾站	Пиннер (станция метро)
戴姓	Дай (фамилия)
廖姓	Ляо (фамилия)
馬姓	Ма (фамилия)
余姓	Юй (фамилия)
粘粘蟲	Слизень
韋斯杜夏婁站	Западный Харроу (станция метро)
羅斯維庫白站	Норсвик Парк (станция метро)
部熱斯段婁都站	Прэстон Роад (станция метро)
分類:奧運會	Категория:Олимпийские игры
分類:哲學	Категория:Философия
分類:佛教	Категория:Буддизм
分類:伊斯蘭教	Категория:Ислам
分類:猶太教	Категория:Иудаизм
羅斯屋侯茲站	Норсвуд-Хилс (станция метро)
閻羅王	Яма (буддизм)
雷諾茲然站	Рейнерс Лейн (станция метро)
舍布利侯站	Садбери-хилл (станция метро)
腐竹	Фучжу
雷姓	Лэй (фамилия)
工藝	Ремесло
屋然站	Вуд-лэйн (станция метро)
黎姓	Ле (фамилия)
常姓	Чан (фамилия)
陳述	Красноречие
賴姓	Лай (фамилия)
Saint Laurent	Yves Saint Laurent
佤邦	Ва (государство)
臭屁蟲	Щитники (надсемейство)
譚姓	Тань (фамилия)
錢姓	Цянь (фамилия)
鄧姓	Дэн (фамилия)
曾姓	Цзэн (фамилия)
日本嗰傳統色一覧	Традиционные японские цвета
昌九城際鐵路	Междугородная железная дорога Наньчан — Цзюцзян
中尊寺	Тюсондзи
唆泡	Хвастовство
中原音韻	Чжунъюань-иньюнь
巨然	Цзюй Жань
龍姓	Лун (фамилия)
分類:行星	Категория:Планеты
分類:文化	Категория:Культура
分類:洲	Категория:Континенты
何姓	Хэ
10年代	10-е годы
因·益斯池美斯	На пределе возможного
Wikipedia:許年今日	Проект:События дня
太古城	Тхайкусин
肖鋼	Сяо Ган
出世	Рождение
汗	Пот
孫姓	Сунь (фамилия)
謝姓	Се (фамилия)
鴨	Утки
Wikipedia:放膽修改	Википедия:Правьте смело
分類:德國人	Категория:Персоналии:Германия
分類:美國人	Категория:Персоналии:США
分類:奧地利人	Категория:Персоналии:Австрия
分類:荷蘭人	Категория:Персоналии:Нидерланды
分類:英國人	Категория:Персоналии:Великобритания
分類:法國人	Категория:Персоналии:Франция
分類:意大利人	Категория:Персоналии:Италия
模板:Tl	Шаблон:Tl
模板:Userbox	Шаблон:Userbox
分類:法律	Категория:Право
分類:國家	Категория:Страны
分類:經濟	Категория:Экономика
分類:人物	Категория:Люди
Wikipedia:申請做管理員	Википедия:Заявки на статус администратора
分類:自然	Категория:Природа
分類:貨幣	Категория:Деньги
分類:政治	Категория:Политика
分類:教育	Категория:Образование
分類:光學	Категория:Оптика
分類:藝術	Категория:Искусство
會計學	Бухгалтерский учёт
埃及	Египет
郭姓	Го (фамилия)
分類:2013年	Категория:2013 год
樂史	Лэ Ши
模板:Bot	Шаблон:Bot
潘姓	Пань (фамилия)
加拿大	Канада
分類:捷克	Категория:Чехия
分類:丹麥	Категория:Дания
分類:希臘	Категория:Греция
分類:瑞典	Категория:Швеция
嗣漢天師府	Резиденция небесных наставников
維度	Размерность пространства
熊姓	Сюн (фамилия)
鄒姓	Цзоу (фамилия)
上清鎮	Шанцин (город)
分類:歐洲國家	Категория:Страны Европы
分類:歐洲	Категория:Европа
分類:主要分類	Категория:Классификация по главным темам
Wikipedia:新出嗰事	Портал:Текущие события
模板:Documentation	Шаблон:Doc
博士	Доктор (звание)
Wikipedia:贛語本字	Википедия:Избегайте неопределённых выражений
成在基	Сон Джэги
模板:Softredirect	Шаблон:Soft redirect
模板:Delete	Шаблон:К быстрому удалению
分類:技術	Категория:Технология
分類:語言	Категория:Языки
分類:維基百科	Категория:Википедия
Wikipedia:免責聲明	Википедия:Отказ от ответственности
分類:冇做索引嗰頁面	Категория:Неиндексируемые страницы
分類:檔案連結損壞的頁面	Категория:Страницы со ссылками на отсутствующие файлы
Portal:歐洲	Портал:Европа
模板:Navbox	Шаблон:Navbox
模板:Shortcut	Шаблон:Shortcut
模板:Tnavbar	Шаблон:Tnavbar
模板:Unicode	Шаблон:Unicode
信仰	Вера
模板:Clear	Шаблон:Clear
模板:Col-break	Шаблон:Столбец
模板:Col-begin	Шаблон:Столбцы
模板:Col-end	Шаблон:Столбцы/конец
模板:Nowrap	Шаблон:Nobr
模板:Bots	Шаблон:Bots
分類:非洲	Категория:Африка
分類:書	Категория:Книги
分類:月份	Категория:Месяцы
模板:Wikisource	Шаблон:Викитека
