Afrika	Африка
Kuzul-Stad (Frañs)	Государственный совет (Франция)
Bornholm	Борнхольм
Razh-bambouz bihan	Малая бамбуковая крыса
Rouantelezh Powys	Королевство Поуис
Tourako kuchenn ruz	Краснохохлый турако
Bistrak-dezerzh	Пустынная каменка
Baot Madagaskar	Мадагаскарская клювогрудая черепаха
Henant-Bihan	Энанбиэн
Esterka	Эстерка
Pierrefitte-en-Cinglais	Пьерфит-ан-Сенгле
Padern	Патерн Уэльский
Konted ha duged Anjev	Список графов и герцогов Анжуйских
Kanton Bavay	Баве (кантон)
Strollad Komunour Turkia/Marksour-Leninour	Коммунистическая партия Турции/Марксистско-ленинская
Rouantelezh Breizh	Бретань (королевство)
Azia ar Su	Южная Азия
Bergen	Берген (значения)
Taolenn an difankadennoù	Бристольская шкала формы кала
Gweronell Bosca	Испанский тритон
Baisieux (Bro-C'hall)	Безьё
Senador Guiomard	Сенадор-Гиомард
Aulerci	Авлерки
Manati Montserrat	Монсеррат (монастырь)
Cas-gwent	Чепстоу
Anthreptes	Короткохвостые нектарницы
Anthropoides	Журавли-красавки
Antilophia	Шлемоносные манакины
Sommervieu	Соммервьё
Kaketou Carnaby	Белохвостый траурный какаду
Cesuras	Сесурас
Prêmio Jabuti	Премия Жабути
Billy-Montigny	Бийи-Монтиньи
Irienn ar Re Pazzi	Заговор Пацци
Kanton Cambrai-Kornôg	Камбре-Уэст
Pluskelleg	Плюскеллек
Aerborzh etrebroadel Đà Nẵng	Дананг (аэропорт)
Bourguébus	Бургебюс
Roll rouaned Wessex	Список королей Уэссекса
Mastino II della Scala	Мастино II делла Скала
Branville	Бранвиль
Antonino da Firenze	Святой Антонин
Rònaigh an Daimh	Рона (Шотландия, северная)
Maria Iañ Portugal	Мария I (королева Португалии)
Lophura	Лофуры
Heol hanternoz	Полярный день
Aracely Arámbula	Арамбула, Арасели
Arachnothera	Нектарницы-пауколовки
Konikl Florida	Флоридский кролик
Fresney-le-Puceux	Френе-ле-Пюкё
Coffeeshop	Кофешоп
Venus de' Medici	Венера Медицейская
Caméra d'or	Золотая камера
Kanton Seclin-Kreisteiz	Секлен-Сюд
Agouti Brazil	Бразильский агути
Stimfalos	Стимфал (сын Элата)
Hipsipile	Гипсипила
Confiteor	Confiteor
Ar Balkon	Балкон (картина Мане)
Sangha (Kongo)	Санга (департамент)
Tamarin leon blev-dev	Золотистоголовая львиная игрунка
Tamarin Midas	Краснорукий тамарин
La Croupte	Ла-Крупт
Le Mesnil-Durand	Ле-Мениль-Дюран
The Gruffalo	Груффало (книга)
Angerville (Calvados)	Анжервиль (Кальвадос)
Xiphorhynchus	Мечеклювы
Êcrého	Экреус
Semele	Семела
Emgann Arausio	Битва при Араузионе
Kanton Bully-les-Mines	Бюлли-ле-Мин (кантон)
Stenieg	Стенийский период
PAIGC	Африканская партия независимости Гвинеи и Кабо-Верде
Auvillars	Овиллар
Nabaskoze	Наваскуэс
Arctocephalus	Южные морские котики
Konan	Конан (значения)
Périers-en-Auge	Перьер-ан-Ож
Klaipėda	Клайпеда
Calvos de Randín	Кальвос-де-Рандин
Giovanni Visconti (arc'heskob)	Висконти, Джованни (архиепископ)
Goupillières (Calvados)	Гупийьер
Gwiñver gris Arizona	Аризонская белка
Saint-Samson (Calvados)	Сен-Самсон
Deskrivelezh (yezhoniezh)	Дескриптивизм
Kolobouz Van Beneden	Зелёный колобус
Titlo	Титло
Puèi de Sant Circ	Пюи-де-Санси
Sub Pop Records	Sub Pop
La Vacquerie	Ла-Вакри
Bréville-les-Monts	Бревиль-ле-Мон
Igorre	Юрре
Helle	Хелле
Lakuntza	Лакунса
Astrochelys	Мадагаскарские черепахи
Kanton Arras-Kornôg	Аррас-Уэст
Latinus	Латин
Legarda	Легарда
Skourjezañ	Порка
Avesnelles	Авенель
L'Atalante	Аталанта (фильм)
Trikeg	Трике (язык)
Corapipo	Бородатые манакины
Postumus Junior	Постум Младший
Sikist gris	Серая мышовка
Lanhervoed	Ла-Армуа
Brezel etre Bro-C'hall ha Tailand	Франко-тайская война (1940—1941)
Cuvette	Кювет (департамент)
Ilifav	Иллифо
Aulacorhynchus	Туканеты
Santa Cruz do Sul	Санта-Крус-ду-Сул
Le Mesnil-Simon (Calvados)	Ле-Мениль-Симон (Кальвадос)
Republik Soviedel Mughan	Муганская Советская Республика
Amazon Dufresne	Синещёкий амазон
Saint-Martin-de-Blagny	Сен-Мартен-де-Бланьи
Gouelanig gris	Австралийская чайка
Morskoul Aostralia	Австралийская олуша
Pomatostomidae	Шилоклювые тимелии
Acanthizidae	Шипоклювковые
Procapra	Дзерены
Cucq	Кюк (Па-де-Кале)
Balaenidae	Гладкие киты
Emrevelezh	Нарциссизм (сексология)
Lanfeun	Ланфен
Roue ar Romaned	Римский король
Torres del Río	Торрес-дель-Рио
Piklost Aostralia	Австралийская савка
Tcharka	Чарка
Kastellaodren	Шателодрен
Bidev	Багор
Plomer Aostralazia	Австралийская поганка
Hotot-en-Auge	Ото-ан-Ож
Tiernelezh al Liang Diwezhat	Поздняя Лян (907—923)
Plaeraneg	Плубаланек
Kanton Dinan-Kornôg	Западный Динан
Larrabetzu	Ларрабесуа
Loeiz Bro-C'hall (1661-1711)	Людовик Великий Дофин
Poullain	Пуллен
La Brévière	Ла-Бревьер
Doc Penfro	Пемброк-док
Zaglossus	Проехидны
Irañeta	Ираньета
Tribal Hidage	Tribal Hidage
Hergnies	Эрньи
Shōgakukan	Shogakukan
Gallinago	Бекасы
Estadio Gran Parque Central	Гран Парк Сентраль
Sabino Brunello	Брунелло, Сабино
Goz hirlostek	Длиннохвостый крот
Albatroz penn gris	Сероголовый альбатрос
Sibyl	Сибил
Pygeretmus	Толстохвостые тушканчики
Krennvrezhoneg	Среднебретонский язык
Yezhoù toukanoek	Туканские языки
Memfis (mamm Libia)	Мемфида
Hamster kantreat	Серый хомячок
Gulden	Нидерландский гульден
Rummad:Skrivagnerien evit ar re yaouank	Категория:Детские писатели по алфавиту
Podargidae	Лягушкороты
Sourouc'han-Baird	Бэрдов песочник
Balearica	Венценосные журавли
Kleizard	Левша
Antonia di Balzo	Антония дель Бальцо (королева Сицилии)
Bancha	Бантя
Barcelona (disheñvelout)	Барселона (значения)
Barcs	Барч (город)
Aven	Авен
Bulbul boutin	Бородатый настоящий бюльбюль
Diredig kabell gell	Буроголовая альциона
Kaketou Latham	Буроголовый траурный какаду
Enez an Evned	Авес
Skritur avestek	Авестийский алфавит
Gwagrenn Bartholin	Бартолиновы железы
Avión	Авион
Bassariscus	Какомицли
Battlefield play4free	Battlefield Play4Free
Battlefield 1942	Battlefield 1942
Battlefield Vietnam	Battlefield Vietnam
Battlefield 3	Battlefield 3
Oriks beisa	Орикс бейза
Rouaned Belgiz	Список королей Бельгии
Beltain	Белтейн
Ayala	Айяла (значения)
Aiegi	Айеги
Kazoar Bennett	Казуар-мурук
Aywaille	Эвай (Бельгия)
Ayşe	Айше
Berejani	Бережаны
Tinamou Berlepsch	Crypturellus berlepschi
Azkoitia	Аскойтия
Na Scealaga	Скеллиг (острова)
Erer du	Орёл-яйцеед
BBC 6 Music	BBC 6 Music
World Mobile Congress	Mobile World Congress
Volta-Uhel	Республика Верхняя Вольта
Baarle	Барле
Football Club Istres Ouest Provence	Истр (футбольный клуб)
Medway (Bro-Saoz)	Медуэй (унитарная единица)
Baby Love	Baby Love
Pod-bronnek	Рожок для кормления
Mwanza (distrig)	Мванза (округ)
Ntcheu (distrig)	Нтчеу (округ)
Ntchisi (distrig)	Нтчиси (округ)
Mandrillus	Мандрилы
Bafatá	Бафата
Bafing	Бафинг (область)
Bagoas (serc'heg Alesant Veur)	Багой (любимец Александра Великого)
Ba Gua Zhang	Багуачжан
Timbroù Bahawalpour	Бахавалпур (княжество)
Bae an Anaon	Трепасе
Pig-spern penn-ejen	Японский сорокопут
Blaenafon	Блэнавон
Bakio	Бакио
Kontelezh Blois	Список графов де Блуа
Baile an Róba	Баллинроб
Bamileke	Бамилеке
Beannchar (An Dún)	Бангор (Северная Ирландия)
Beanntraí	Бантри
Barba	Барба
Yezhoù barbakoek	Барбакоанские языки
Barlinek	Барлинек
Naved Trugarez Doue	Венчик Милосердию Божию
Karn Barnenez	Барненес
Bart Michiels	Михилс, Барт
Puig-Schwarz	Толстоклювая пеночка
Rakig Preden-Nevez	Новобританский пастушок
Hoc'h-gouez barvek	Бородатая свинья
Otiz Bengal	Бородатая малая дрофа
Capitonidae	Бородатковые
Barzhaz Breizh	Barzaz Breiz
Bas-Sassandra	Ба-Сассандра
Tannhäuser	Тангейзер
Basse-Kotto	Нижнее Котто
Loc'h Arcaishon	Аркашон (лагуна)
Bath ha Biz Somerset	Бат и Северо-Восточный Сомерсет
Battlefield 1943	Battlefield 1943
Battlefield 2142	Battlefield 2142
Toullañ ar begel	Прокол пупка
Dendrocitta	Древесные сороки
Erethizontidae	Американские дикобразы
Penngos	Пень
Skritur babayinek	Байбайин
Bayona	Байона (значения)
Shintoegezh	Синтоизм
Beach House	Beach House
Beatrice d'Este (1475-1497)	Беатриче д’Эсте
Beaufort	Бофор (значения)
Bebo Valdés	Вальдес, Бебо
Befana	Бефана
Kador-gofes	Исповедальня
Beire	Бейре
Bekkevoort	Беккеворт
Kensonenn kevig a-gostez dre dostaat	Альвеолярный латеральный аппроксимант
Mabinogi	Мабиногион
Warcraft	Вселенная Warcraft
Ar Gerveur	Бель-Иль (остров)
Vogalenn serr	Гласные верхнего подъёма
Roll rouaned Jordania	Король Иордании
Béal an Mhuirthead	Белмаллет
Belén	Белен
Ben	Бен (имя)
Republik Poblel Tannou Touva	Тувинская Народная Республика
Rouantelezh Gwynedd	Королевство Гвинед
Thaba-Tseka (distrig)	Таба-Цека (район)
Río Negro (Patagonia)	Рио-Негро (река, впадает в Атлантический океан)
Mokhotlong (distrig)	Мокотлонг (район)
Mafeteng (distrig)	Мафетенг (район)
Sint-Lievens-Houtem	Синт-Ливенс-Хаутем
Kruishoutem	Крёйсхаутем
Erpe-Mere	Эрпе-Мере
Rhondda Cynon Taf	Ронта, Кинон, Таф
Sir Conwy	Конуи
Noia	Ноя
Liedekerke	Лидекерке
Bera	Вера-де-Бидасоа
Fromager	Фромаже
Berchar	Берхар
Berengar	Беренгер
Berenike	Береника
Mandinka	Мандинка (народ)
Cryptospiza	Горные астрильды
Alc'hweder-menez	Двупятнистый жаворонок
Lemming an toundra	Норвежский лемминг
Leribe (distrig)	Лерибе (район)
Tafalla	Тафалья
Hoc'h-dreinek lost-pilgos	Амазонский дикобраз
Dix-Huit Montagnes	Монтань
Beriain	Бериайн
Siyəzən	Сиазаньский район
Livioù panarab	Панарабские цвета
Ali Sabieh (rannvro)	Али-Сабих (регион)
Lobaye	Лобае
Lichtenrade	Лихтенраде
York (Pennsylvania)	Йорк (Пенсильвания)
Sahagún (Spagn)	Саагун
Tours Football Club	Тур (футбольный клуб)
Jonny Buckland	Баклэнд, Джонни
Will Champion	Чемпион, Уилл
Enez Caroline	Каролайн
Isabella (Millais)	Изабелла (картина Милле)
The Order of Release	Приказ об освобождении (картина)
Rutana (proviñs)	Рутана (провинция)
Muyinga (proviñs)	Муйинга (провинция)
Ruyigi (proviñs)	Руйиги (провинция)
Phagspa	Монгольское квадратное письмо
Port Laoise	Порт-Лиише
Leurgêr Katalonia	Площадь Каталонии (Барселона)
No wave	Ноу-вейв
Chesterfield (Bro-Saoz)	Честерфилд (Англия)
Temse	Темсе
Royal Australian Air Force	Королевские военно-воздушные силы Австралии
Santa Maria sopra Minerva	Санта-Мария-сопра-Минерва
Makamba (proviñs)	Макамба (провинция)
Ogooué-Maritime	Огове-Маритим
Ogooué-Lolo	Огове-Лоло
Ngounié	Нгуни (провинция)
Woleu-Ntem	Волю-Нтем
Ogooué-Ivindo	Огове-Ивиндо
Thyreophora	Тиреофоры
Krank Sina	Китайский мохнорукий краб
Rannvro ar Gwalarn (Kameroun)	Северо-Западный регион (Камерун)
Rannvro an Norzh-Pellañ	Крайнесеверный регион
Tui	Туй (Испания)
Morzhol-brezel	Боевой молот
Upper River (Gambia)	Верхняя Река (округ Гамбии)
Lower River (Gambia)	Нижняя Река (округ Гамбии)
Central River (Gambia)	Центральная Река (округ Гамбии)
Te melen	Жёлтый чай
Parashurama	Парашурама
Frère Jacques	Братец Якоб
Nevez-Konfusianegezh	Неоконфуцианство
Kenunaniezh Pologn ha Lituania	Польско-литовские унии
Cyanocitta	Голубые сойки
Gup ar C'hab	Капский гриф
Halifax (Bro-Saoz)	Галифакс (Англия)
Bouenza	Буэнза
Gousperoù	Вечерня
Berry (proviñs)	Берри (провинция)
Serinus	Канареечные вьюрки
Hynobiidae	Углозубы
Tragopan Temminck	Глазчатый трагопан
Minell al liorzhoù	Малая белозубка
Phylip	Филипп
Unvaniezh evit an Demokratelezh C'hall	Союз за французскую демократию
Kensonenn dre strakal	Абруптивные согласные
Rouzegan-Turkestan	Индийская камышовка
Bertem	Бертем
Beltram	Бертран
Bertrand-François Mahé de la Bourdonnais	Лабурдонне, Бертран Франсуа де
Aldealices	Альдеалисес
Aldealafuente	Альдеалафуэнте
Alentisque	Алентиске
Adradas	Адрадас
Alconaba	Альконаба
Abejar	Абехар
Tetraogallus	Улары
Makuria	Мукурра
Aldealpozo	Альдеальпосо
Palladion	Палладиум
Inizi Gwerc'h Danat	Датская Вест-Индия
Alcubilla de las Peñas	Алькубилья-де-лас-Пеньяс
Kragell golierek	Кольчатый чирок
Risweer stourmidik	Многоголосый пересмешник
Sachsen-Jena	Саксен-Йена
Abati Quedlinburg	Кведлинбургское аббатство
Stereo Total	Stereo Total
Proviñs Westfalen	Провинция Вестфалия
Modeselektor	Modeselektor
Aldealseñor	Альдеальсеньор
Alcubilla de Avellaneda	Алькубилья-де-Авельянеда
Karrez Playfair	Шифр Плейфера
Petroicidae	Австралийские зарянки
Boreogadus	Сайка (рыба)
Alpanseque	Альпансеке
Gweskenn	Удила
Tranzitivelezh	Переходность
Braunschweig-Wolfenbüttel	Брауншвейг-Вольфенбюттель
Eva (Bibl)	Ева
Beratón	Бератон
Bessin	Бессен
Ivan	Иван
Niksenn	Никсы
Garota de Ipanema	Garota de Ipanema
Bethlehem	Бетлехем
Proviñs ar Reter (RDK)	Восточная провинция (Конго)
Kaouenn gorr	Воробьиные сычи
Britomartis	Бритомартида
Flegyas	Флегий
Daktyloi	Дактили
Risweer-kazh	Кошачий пересмешник
Strelleg dambalvezek	Перепончатопалый улит
Ladytron	Ladytron
Oinokoe	Ойнохойя
Dzongkhag	Дзонгхаг
Sabad (sorserezh)	Шабаш
Louarn ar pampa	Парагвайская лисица
Down (strollad)	Down (группа)
Goapaer (evn)	Пересмешки
Otus	Совки (птицы)
Otarienn Zeland Nevez	Новозеландский морской котик
Juno Beach	Пляж «Джуно»
Yezhoù koukiek-tchinek	Куки-чинские языки
NGC 2359	NGC 2359
NGC 1350	NGC 1350
Géza Losonczy	Лошонци, Геза
Morilhon bihan	Американская морская чернеть
Sara	Сара (имя)
Eider lunedek	Очковая гага
Dikdik Kirk	Обыкновенный дикдик
Miniopter Schreibers	Обыкновенный длиннокрыл
Malaconotidae	Кустарниковые сорокопуты
Steudadoù Karnag	Карнакские камни
Distrig Sokolov	Соколов (район)
Matezh	Горничная
Dourc'hast	Американский сомик
Baou Swainson	Свенсонов канюк
Gwespetaer kanevedenn	Радужная щурка
USS Enterprise NCC-1701	Энтерпрайз NCC-1701
Chinchilla lost hir	Шиншилла
Tinamou Bonaparte	Горный нотоцеркус
Calyptorhynchus	Траурные какаду
Soricomorpha	Землеройкообразные
Georges Mathieu	Матьё, Жорж
Noordenveld	Норденвелд
Leek (Izelvroioù)	Лек (Гронинген)
De Wolden	Де-Волден
Borger-Odoorn	Боргер-Одорн
Midden-Drenthe	Мидден-Дренте
Guantanamera	Гуантанамера
Kroc'hen Azen	Ослиная шкура
Porzana	Погоныши
Priñs Asturiez	Принц Астурийский
Tri Marmouz Fur	Три обезьяны
Oblastoù Rusia	Область (Россия)
C'hoarezed Brontë	Сёстры Бронте
Broken Arrow (Oklahoma)	Брокен-Эрроу
Mount Vernon (New York)	Маунт-Вернон (Нью-Йорк)
Caerfyrddin	Кармартен
Rianxo	Рианхо
Kensonenn gweuz-dent dre fri mouezhiet	Губно-зубной носовой согласный
Kensonenn staon dre dostaat	Палатальный аппроксимант
Se questo è un uomo	Человек ли это?
Krinolinenn	Кринолин
T.N.T. (pladenn)	T.N.T. (альбом)
Gousperell skouarnek vihan	Остроухая ночница
Maleo	Малео (птица)
Gers (stêr)	Жер (река)
Strelleg digenvez	Улит-отшельник
Hutia Kuba	Кубинская хутия
Fokos	Фок (сын Эака)
Martin B-26 Marauder	Martin B-26 Marauder
Heliadezed	Гелиады
Voted	Водь
Heureuchin kof gwenn	Белобрюхий ёж
Klymene	Климена (океанида)
Dred du	Чёрный скворец
Klemm	Донос
Dugelezh Jülich	Юлих-Берг
Toro (Zamora)	Торо (Самора)
Tordoia	Тордоя
Erriberri	Олите
Deheubarth	Дехейбарт
Inch'Allah	Иншаллах
Reunig Ross	Тюлень Росса
Distrig Jablonec nad Nisou	Яблонец-над-Нисоу (район)
Brean jave ruz	Красноклювая овсянка
Sidan ar Petchora	Сибирский конёк
Fouin brizhellek	Пятнистый сверчок
Rouantelezh Qi	Ци (Шаньдун)
Jube	Лекторий
Rouantelezh East Anglia	Восточная Англия (королевство)
Wheeling (West Virginia)	Уилинг (Западная Виргиния)
Moregan kof melen	Желтобрюхий сурок
Gup skouarnek	Африканский ушастый гриф
Balleroy	Бальруа
Authie (Calvados)	Оти (Кальвадос)
Amfreville (Calvados)	Амфревиль (Кальвадос)
Gwiñver Japan	Японская белка
Colleville-Montgomery	Кольвиль-Монгомери
Kameleon-panterenn	Пантерный хамелеон
Beaumont-en-Auge	Бомон-ан-Ож
Troad komitativel	Комитатив
Aignerville	Эньервиль
Argences	Аржанс (коммуна)
Agy	Ажи (коммуна)
Uria	Кайры
Banneville-la-Campagne	Банвиль-ла-Кампань
Poc'han bouchek	Топорок
Anisy	Анизи
Aubigny (Calvados)	Обиньи (Кальвадос)
Beaumais	Боме (Кальвадос)
Strakig-lann	Черноголовый чекан
Proviñs Iwerzhon Nevez	Новая Ирландия (провинция)
Brezel kentañ Kongo	Первая конголезская война
Mara (bronneg)	Мары (грызуны)
Ortzaize	Оссес
Razh-roc'h boutin	Скальная крыса
Tragopan	Трагопаны
Stankioc'h	Бекасовидные веретенники
Kegin Steller	Стеллерова черноголовая голубая сойка
Diredig Senegal	Сенегальская альциона
Ĵ (lizherenn)	Ĵ
Tenuis (yezhoniezh)	Непридыхательные согласные
Delfin beg strizh	Крупнозубый дельфин
Kaketou boc'h velen	Траурный какаду
Bazenville	Базанвиль
La Caine	Ла-Кен
Mank kabellek	Большой хохлатый пингвин
Les Autels-Saint-Bazile	Лез-Отель-Сен-Базиль
Hasta siempre	Hasta siempre, Comandante
La Cambe (Calvados)	Ла-Камб
Campandré-Valcongrain	Кампандре-Вальконгрен
Arganchy	Арганши
Bever (Belgia)	Бевер (Фландрия)
Kraainem	Крайнем
Quthing (distrig)	Цгутинг (район)
Mohale's Hoek (distrig)	Мохалес-Хук (район)
Marahoué	Марауэ
Douvres-la-Délivrande	Дувр-ла-Деливранд
Kravatenn noter	Интрамаммарный секс
Drongo	Дронговые
Fazan gwadek	Итагин
Casamance	Казаманс (регион)
Skritur kannadek	Каннада (письмо)
Tahr Nilgiri	Нилгирийский тар
Sourouc'han skasek	Ходулочниковый песочник
Carpiquet	Карпике
Basseneville	Басневиль
Cintheaux	Сенто
Banneville-sur-Ajon	Банвиль-сюр-Ажон
Le Bû-sur-Rouvres	Ле-Бю-сюр-Рувр
La Chapelle-Haute-Grue	Ла-Шапель-От-Грю
Les Authieux-Papion	Лез-Отьё-Папьон
Morskoul Abbott	Олуша Абботта
Crossoptilon	Ушастые фазаны
Canteloup (Calvados)	Кантлу
Fazan Siam	Сиамская лофура
Spawn (comics)	Спаун
Furnariidae	Печниковые
Cheux	Шё
Skrav inka	Крачка-инка
Colombières	Коломбьер
Cauvicourt	Ковикур
Gonneville-en-Auge	Гонвиль-ан-Ож
Morteaux-Coulibœuf	Морто-Кулибёф
Thury-Harcourt	Тюри-Аркур
Biéville-Quétiéville	Бьевиль-Кетьевиль
Taurotragus	Канны (антилопы)
Cerqueux	Серкё (Кальвадос)
Conopophagidae	Гусеницеедовые
Dozulé	Дозюле
Komz didaer	Ненасильственное общение
Fazan kuch	Огненноспинная лофура
Vogalenn digor	Гласные нижнего подъёма
Kensonenn tro-gil dre serriñ mouezhiet	Звонкий ретрофлексный взрывной согласный
Marc'h-dibr	Конь (гимнастика)
Fazan kalij	Чёрная лофура
Mondoñedo	Мондоньедо
Tynaarlo	Тинарло
Vlagtwedde	Влагтведде
Fontenay-le-Marmion	Фонтене-ле-Мармьон
Villers-Bocage (Calvados)	Виллер-Бокаж (Кальвадос)
Kluisbergen	Клёйсберген
Pardalotidae	Радужные птицы
Laser (bag)	Лазер (класс гоночных яхт)
De Marne	Де-Марне
Arvicolinae	Полёвковые
Heureuchin Norzhafrika	Алжирский ёж
Negreira	Негрейра
Struthioniformes	Страусообразные
Atractaspididae	Шпильковые змеи
Turkez	Клещи (инструмент)
Kervoroc'h	Керморок
Andel	Андель
Uibhist a Deas	Саут-Уист
Oskaleg	Окалёк
Brehant-Monkontour	Бреан
Boulvriag	Бурбриак
Kensonenn tro-gil dre daravat divouezh	Глухой ретрофлексный спирант
Klasoù	Антиковедение
Nivlennad ar Valafenn (Unkorneg)	NGC 2346
Fouquières-lès-Lens	Фукьер-ле-Ланс
Bucéels	Бюсеэль
Annezin	Аннезен
Almeirim (Portugal)	Алмейрин
Dourges	Дурж
Cairon	Керон
O Pino	Эль-Пино
Avesnes-le-Comte	Авен-ле-Конт
Blay	Бле (Кальвадос)
Bonnœil	Боннёй (Кальвадос)
Bricqueville	Бриквиль
Creuse (stêr)	Крёз (река)
Hard Candy (film)	Леденец (фильм)
Galleria Borghese	Галерея Боргезе
Marum	Марюм
Sint-Genesius-Rode	Синт-Генезиус-Роде
Mons-en-Barœul	Мон-ан-Барёль
Auxi-le-Château	Окси-ле-Шато
Gaslight	Газовый свет (фильм, 1944)
Marsupilami	Марсупилами
La Madeleine (Norzh)	Ла-Мадлен (Нор)
Dugelezh Normandi	Нормандия (герцогство)
Zangoza	Сангуэса
Pangolin Sina	Китайский ящер
Prederouriezh ar C'hornôg	Западная философия
Crass	Crass
Goral hirlostek	Восточный горал
Artamidae	Ласточковые сорокопуты
Pipistrell Kuhl	Средиземноморский нетопырь
Impalaeriezh Tu'i Tonga	Тонганская империя
Morleanenn	Мольва
Gwilen	Вилен (река)
Louarn Sechoura	Секуранская лисица
Florida (Uruguay)	Флорида (Уругвай)
N'zi-Comoé	Нзи-Комоэ
Sud-Comoé	Сюд-Комоэ
Moyen-Cavally	Муайен-Кавелли
Brean kaner	Певчая зонотрихия
Bretteville-sur-Dives	Бретвиль-сюр-Див
Blonville-sur-Mer	Блонвиль-сюр-Мер
Bissières	Бисьер
Linsang roudennek	Полосатый линзанг
Canapville (Calvados)	Канапвиль (Кальвадос)
Sivet-palmez teir roudenn	Трёхполосая цивета
Dekvloavezhiad kenemprañ ar Romed	Десятилетие интеграции цыган
La Boissière (Calvados)	Ла-Буасьер
Brouay	Бруэ
Bonneville-sur-Touques	Бонвиль-сюр-Тук
Bourgeauville	Буржовиль
Bonneville-la-Louvet	Бонвиль-ла-Луве
Keineg	Обыкновенная ставрида
Zoothera	Земляные дрозды
Barneville-la-Bertran	Барневиль-ла-Бертран
Carpodacus	Чечевицы
Pyrrhula	Снегири
Drask-Naumann	Рыжий дрозд
Kazoar gouzoug aour	Оранжевошейный казуар
Tinamou tek	Хохлатый тинаму
Tinamou gell	Каштановый криптуреллус
Benerville-sur-Mer	Бенервиль-сюр-Мер
Cahagnolles	Кааньоль
Bellou	Беллу
Boissey (Calvados)	Буассе (Кальвадос)
Kontelezh Wrecsam	Графство Рексем
Boursaout	Бурсёль
Kuito	Квито
Ablon	Аблон
Summertime	Summertime
Aerborzh Dong Tac	Туихоа (аэропорт)
Bomi	Боми (Либерия)
Le Mesnil-au-Grain	Ле-Мениль-о-Грен
Sainte-Marguerite-des-Loges	Сент-Маргерит-де-Лож
Maisoncelles-sur-Ajon	Мезонсель-сюр-Ажон
Saint-Omer (Calvados)	Сент-Омер (Кальвадос)
Saint-Martin-aux-Chartrains	Сен-Мартен-о-Шартрен
Manerbe	Манерб
Notre-Dame-de-Livaye	Нотр-Дам-де-Ливей
Landes-sur-Ajon	Ланд-сюр-Ажон
Hoc'h-dreinek ar C'hab	Южноафриканский дикобраз
Teyateyaneng	Теятеяненг
Evn-tan	Жар-птица
Longvillers	Лонвиллер
Gwareg (kumun)	Гуарек
Ryes	Ри (Кальвадос)
Pen spinning	Пенспиннинг
Zumarraga	Сумаррага
Fierville-Bray	Фьервиль-Бре
Glanville	Гланвиль
Hamars	Амар (Кальвадос)
Giberville	Жибервиль
Identelezh	Идентичность
Muenn Sundevall	Красно-серая полёвка
Otarienn Isantarktika	Субтропический морской котик
Cyanocorax	Разноцветные сойки
Netta	Нырки
Trévières	Тревьер
Piklost	Савки
Monteille	Монтей (Кальвадос)
Marc'heg marellek	Пятнистый веретенник
Saint-Ouen-du-Mesnil-Oger	Сент-Уан-дю-Мениль-Оже
Saint-Agnan-le-Malherbe	Сент-Аньян-ле-Малерб
Bro Morgannwg	Долина Гламорган
Demodokos	Демодок
Maseru (distrig)	Масеру (район)
Obock (rannvro)	Обок (регион)
Vassy (Calvados)	Васси
Saint-Aubin-sur-Mer (Calvados)	Сент-Обен-сюр-Мер (Кальвадос)
Tracy-sur-Mer	Траси-сюр-Мер
Argus kribennek	Хохлатый аргус
La Berrichonne de Châteauroux	Шатору (футбольный клуб)
Vogalenn digor a-raok plaen	Неогублённый гласный переднего ряда нижнего подъёма
Saint-Gabriel-Brécy	Сен-Габриэль-Бреси
Saint-Sever-Calvados	Сен-Севе-Кальвадос
Angers Sporting Club de l'Ouest	Анже (футбольный клуб)
Public Image Ltd.	Public Image Ltd
Hauts-Bassins	Верхние Бассейны
Lingèvres	Ленжевр
Hubert-Folie	Юбер-Фоли
Potigny	Потиньи
Noyers-Bocage	Нуайе-Бокаж
This Is It (pladenn)	This Is It (альбом)
Garcelles-Secqueville	Гарсель-Секвиль
Skilgog-Kaokaz	Кавказский тетерев
Touffréville	Туфревиль
Vimont (Calvados)	Вимон
Hottot-les-Bagues	Отто-ле-Баг
Rouaned Sardigna	Список королей Сардинии
Sasareseg	Сассарский язык
Evn-balmez	Дулюс
Corbon (Calvados)	Корбон (Кальвадос)
Houad Hartlaub	Утка Хартлауба
Et cætera	Et cetĕra
Lacs	Лак (Кот-д’Ивуар)
Haut-Sassandra	О-Сассандра
Sud-Bandama	Сюд-Бандама
Garissa	Гарисса
Vallée du Bandama	Валле-дю-Бандама
Bioko-Sur	Южный Биоко
Centro-Sur	Сентро-Сур
Bioko-Norte	Северный Биоко
Kensonenn tro-gil dre fri mouezhiet	Ретрофлексный носовой согласный
Kaketou friek	Носатый какаду
Sourouc'han bizied hir	Длиннопалый песочник
Pilikant Perou	Pelecanus thagus
Tragopan ar c'hornôg	Черноголовый трагопан
Nyanga (proviñs)	Ньянга
Kearney (Nebraska)	Карни
Worodougou	Вородугу
West Coast (Gambia)	Западный район (Гамбия)
North Bank (Gambia)	Северный Берег (округ Гамбии)
Dalhem	Далем (Бельгия)
Chlamydia	Хламидия
Milc'hwid lost rous	Дрозд-отшельник
Emveradur	Рабочее самоуправление
Tournebu	Турнебю
Tourgéville	Туржевиль
Danichmended	Данишмендиды
Teiroberenn Millennium	Миллениум (трилогия)
