Africa	Африка
Categoria:Circonscripcion electorala en França	Категория:Избирательные округа Франции
Categoria:Politica de Catalonha	Категория:Политика Каталонии
Categoria:Vila de pelegrinatge	Категория:Места паломничества
Categoria:Comuna de la província de Toledo	Категория:Муниципалитеты Толедо
Categoria:Planta ornamentala	Категория:Декоративные растения
Dmytrò Iàrosh	Ярош, Дмитрий Анатольевич
Categoria:Productor mexican	Категория:Кинопродюсеры Мексики
Donatan	Донатан
Categoria:Maritima	Категория:Военно-морской флот по странам
Categoria:Monument de Madrid	Категория:Памятники Мадрида
Categoria:1923 en musica	Категория:1923 год в музыке
Categoria:Naissença a Baiona	Категория:Родившиеся в Байонне
Categoria:Naissença a Dijon	Категория:Родившиеся в Дижоне
Categoria:Naissença a Gand	Категория:Родившиеся в Генте
Categoria:Naissença a Limòtges	Категория:Родившиеся в Лиможе
Categoria:Naissença a Milan	Категория:Родившиеся в Милане
Categoria:Naissença a Montpelhièr	Категория:Родившиеся в Монпелье
Categoria:Naissença a Odessa	Категория:Родившиеся в Одессе
Categoria:Naissença a Orleans	Категория:Родившиеся в Орлеане
Categoria:Naissença a París	Категория:Родившиеся в Париже
Categoria:Naissença a Parma	Категория:Родившиеся в Парме
Categoria:Naissença a Estocòlme	Категория:Родившиеся в Стокгольме
Categoria:Naissença a Tel Aviv-Jaffa	Категория:Родившиеся в Тель-Авиве
Categoria:Naissença a Turin	Категория:Родившиеся в Турине
Categoria:Naissença a Ais de Provença	Категория:Родившиеся в Экс-ан-Провансе
Categoria:Naissença a Alès	Категория:Родившиеся в Алесе
Categoria:Naissença a Amians	Категория:Родившиеся в Амьене
Categoria:Naissença a Avinhon	Категория:Родившиеся в Авиньоне
Categoria:Naissença en Itàlia	Категория:Родившиеся в Италии
Categoria:Naissença en Ròse-Aups	Категория:Родившиеся в Роне — Альпах
Categoria:Naissença dins los Pirenèus Atlantics	Категория:Родившиеся в департаменте Атлантические Пиренеи
Categoria:Pintre catalan	Категория:Художники Каталонии
Categoria:Pintre francés del sègle XIX	Категория:Французские художники XIX века
Categoria:Poesia medievala	Категория:Средневековая поэзия
Categoria:Poèta catalan	Категория:Поэты Каталонии
Categoria:Poèta francés del sègle XVI	Категория:Французские поэты XVI века
Categoria:Politica de l'Union Europèa	Категория:Политика Европейского союза
Categoria:Personalitat dels Democratas d'esquèrra	Категория:Члены партии «Левые демократы»
Categoria:Prèmi de Roma	Категория:Лауреаты Римской премии
Categoria:Progestagèn	Категория:Прогестины
Categoria:Atlèta als Jòcs Olimpics	Категория:Легкоатлеты на Олимпийских играх
Categoria:Utilizaire ru-0	Категория:User ru-0
Categoria:Senator a vida italian	Категория:Пожизненные сенаторы Италии
Categoria:Sistèma Internacionau d'Unitats	Категория:СИ
Categoria:Literatura crestiana	Категория:Священные книги христианства
Categoria:Article de traduire/en	Категория:Википедия:Запросы на перевод с английского
Categoria:Utilizaire ca-0	Категория:User ca-0
Categoria:Utilizaire es-0	Категория:User es-0
Categoria:Utilizaire fi-0	Категория:User fi-0
Categoria:Vida vidanta	Категория:Личная жизнь
Categoria:Escalidofòre	Категория:Scalidophora
Categoria:Utilizaire eu-0	Категория:User eu-0
Categoria:Actritz alemanda	Категория:Актрисы Германии
