非洲	Африка
Hien-thoi Sonata	Hyundai Sonata
Hien-thoi Elantra	Hyundai Elantra
Hien-thoi Equus	Hyundai Equus
Vû-tsṳ-phe̍t-khiet-chhu̍k	Узбеки
Hien-thoi Genesis Coupé	Hyundai Genesis Coupe
Thap-kit-khiet-tshu̍k	Таджики
Wal-Mart Kûng-sṳ̂	Wal-Mart Stores
緋彈个婭里婭	Aria the Scarlet Ammo
Yùn-tôn yun-son	Облачные вычисления
Ńg-sùn-chiet Yun-thung	Пятидесятники
Liu̍k-theu	Маш
Chêu-siên-chhu̍k	Корейцы
Khúa-ngì-khiet-tsṳ-tshu̍k	Киргизы
Burgo de Osma-Ciudad de Osma	Бурго-де-Осма-Сьюдад-де-Осма
Sông-hói Ha̍p-tsok Tsû-tsṳt	Шанхайская организация сотрудничества
Reus	Реус
San Esteban de Gormaz	Сан-Эстебан-де-Гормас
Hien-thoi Santa Fe	Hyundai Santa Fe
Het-mien Phî-lù	Малая колпица
Sṳ̀n-chheu-fi	Ассамблеи Бога
Phok Chhùng-yòng	Пак Чжон-ян
Sâ-â-nàm	Шах-Алам
Kit-lùng-po Koet-chi Kî-chhòng	Куала-Лумпур (аэропорт)
Ngiu̍k-Sân	Юйшань
Hōfu-sṳ	Хофу
Thai-yí-sân	Лантау
Starogard Gdański	Старогард-Гданьский
Het-tsat-tshu̍k	Нанайцы
Sîn-chhèu	Синь (династия)
Mauricie	Мориси
Strzelce Opolskie	Стшельце-Опольске
Hò-làn Tâi-thi Sat-khiet-sêm-ngî	Нижнесаксонские диалекты Нидерландов
Kâu-thûng	Безрельсовый транспорт
Vû-yìn	Настоящие мухи
Tha̍t-mâ-thai	Далмация
Witwatersrand Thai-ho̍k	Витватерсрандский университет
Hà (Sṳ̍p-liuk-koet)	Ся (государство)
Sîn-chîn-yen	Синьцзинь
Mâ-lî-sûn	Моррисон, Роберт
Fû-lùn-pi-ngì-sṳ	Хулун-Буир
Ngo̍k-vûn-khiet-tshu̍k Tshṳ-tshṳ-khî	Эвенкийский автономный хошун
Ǹg-chiu-sṳ	Учжоу
Fòng-sàng-kóng-sṳ	Фанчэнган
Khîm-chiu-sṳ	Циньчжоу
Kui-kóng-sṳ	Гуйган
Ngiu̍k-lìm-sṳ	Юйлинь (Гуанси)
Pak-set-sṳ	Байсэ
Fo-chiu-sṳ	Хэчжоу
Hò-chhṳ̀-sṳ	Хэчи
Lòi-pîn-sṳ	Лайбинь
Chhùng-chó-sṳ	Чунцзо
Thú-kâ-tshu̍k	Туцзя (народ)
Sîn-kie	Новые Территории (Гонконг)
Tsit-sa̍k-sân Pó-ôn-tshu̍k Tûng-hiông-tshu̍k Sat-lâ-tshu̍k Tshṳ-tshṳ-yen	Цзишишань-Баоань-Дунсян-Саларский автономный уезд
Mo-yi	Торговля
Kędzierzyn-Koźle	Кендзежин-Козле
Kóng-hon-sṳ	Гуанхань
Meu-yen	Маосянь
Ôn-hâi-yen	Аньси
Duiven	Дёйвен (община)
Yo̍k-ho̍k	Фармация
Chhiâng-yòng-khî	Цинъян (Чэнду)
Kóng-tó-yen	Хиросима (префектура)
Thu̍k-liùng-tshu̍k	Дулуны
Tseu-tshu̍k	Цзоу
IPhone (Thi-yit thoi)	IPhone (первого поколения)
Ye̍t-nàm-ngî sṳ-mû	Куокнгы
Ólvega	Ольвега
Sîn Pâ-pí-lùn Vòng-koet	Нововавилонское царство
Fuk-tín-sṳ	Фудин
Thú-ngí-khì-ngî sṳ-mû	Турецкая письменность
Shūnan-sṳ	Сюнан
Skarżysko-Kamienna	Скаржиско-Каменна
Longás	Лонгас
Kô-tá-ha̍p-lû-sṳ	Кота-Бару
Kông-phú	Спектр
Chhṳ̂m-súi-phu-khî	Самсёйпоу
Mielec	Мелец
客家	Хакка (народ)
Vù-kau-piáng	Лепёшка
Téu-liuk-sṳ	Доулю
Wejherowo	Вейхерово
Pu-yî-chhu̍k	Буи (народ)
Mí-yi-yen	Мии (Паньчжихуа)
Ngì-làn-sṳ	Илань (Илань)
Ńg-fù Sṳ̍p-liuk-koet	Шестнадцать варварских государств
Néu-yok Tû-fi-khî	Нью-Йоркская агломерация
歷峯雧團	Richemont
Lanaudière	Ланодьер
Thap-lùn-ti-nò-ngî	Тарантинский язык
Chhṳ̀n Kâ-fà	Чэнь, Элла
Mâ-kûng-sṳ	Магун
Tshu-theu-fú	Вонючий тофу
Thai-pó-sṳ	Тайбао
Sû-o-tsṳ́n	Суао
Làn-yí	Лань (остров)
Mèu-li̍t-sṳ	Мяоли
Thai-ngâ-tshu̍k	Атаял
Joy	Joy (группа)
Lu̍k-kóng-tsṳ́n	Луган
Pu-nùng-tshu̍k	Бунун
Ǹg-yèn	Рыбные шарики
Chhṳ̀-hâi-sṳ	Цыси (город)
Pî-nàm-tshu̍k	Пуюма
Tha̍t-ngu-tshu̍k	Ями (народ)
Ngit-chhut-khòng-sàng	LOHAS Park
Mà-theu-tsṳ́n	Мадоу
Theui-waan Thin-get Lin-mang	Тайваньский Союз солидарности
Thai-lû-kok Koet-kâ Kûng-yèn	Тароко (национальный парк)
Â-lî-sân Koet-kâ Sêm-lìm Yù-lo̍k-khî	Алишань
Khén-tên Koet-kâ Kûng-yèn	Кэньдин (национальный парк)
Siet-pa Koet-kâ Kûng-yèn	Шэйпа (национальный парк)
Yòng-mìn-sân Koet-kâ Kûng-yèn	Янминшань (национальный парк)
Phìn-fông Kûng-lî	Квадратный километр
Lu̍k-kuk-hiông	Лугусян
Fâ-lièn-sṳ	Хуалянь
Phìn-tsṳ́n-sṳ	Пинчжэнь
Phìn-tûng-sṳ	Пиндун
Thòi-tûng-sṳ	Тайдун
Chùng-chṳ́	Цзунцзы
Thòi-fûng Mo̍k-Là-Khiet (2009-ngièn)	Моракот (тайфун)
Thòi-pet Tshia̍p-yun	Тайбэйский метрополитен
Kôn-yîm	Гуаньинь
Nàm-thèu-sṳ	Наньтоу
Phài-vân-tshu̍k	Пайвань
Thòi-vân nàm-tó ngî-ngièn	Тайваньские языки
Lìm-pâ Se-pâu	Лимфоциты
Thai-ngâ-ngî	Атаяльский язык
Thò-yèn-sṳ	Таоюань
Lû-khái-tshu̍k	Рукаи
Tseu-ngî	Цзоу (язык)
Pî-nàm-ngî	Пуюма (язык)
Hak-kâ thú-lèu	Тулоу
Khòng-sàng-chhàm (Hiông-kóng)	ЛОХАС-Парк (станция метро)
100000	100 000 (число)
Kô-sîn-shì	Ку (император)
Jarosław	Ярослав (город)
Tûng-khî (Hiông-kóng)	Восточный округ Гонконга
Â-chû Thien-sṳ Yû-han Kûng-sṳ̂ (Hiông-kóng)	Asia Television Limited
Gaspésie–Îles-de-la-Madeleine	Гаспези — Острова Мадлен
Ostrowiec Świętokrzyski	Островец-Свентокшиский
Tshiâ-tshu̍k	Шэ (народ)
Sîn-kâ-po Koet-li̍p Thai-ho̍k	Национальный университет Сингапура
Chojnice	Хойнице
Bronckhorst	Бронкхорст (община)
Thi-kip-sṳ	Городской округ (КНР)
Mine-sṳ	Мине
Mì-fûn-ho̍k	Дифференциал (математика)
Tûng-hiông-tshu̍k	Дунсян
Lâ-fú-tshu̍k	Лаху (народ)
Włodawa	Влодава
Starachowice	Стараховице
Stalowa Wola	Сталёва-Воля
Chat-ho̍k Pok-sṳ	Доктор философии
Lì-tó-khî	Айлендс (Гонконг)
Ermelo	Эрмело
Thông-phûng	Пчёлы настоящие
Tshûng-shîn-yen	Окинава (префектура)
Tshòng-lo̍k-sṳ	Чанлэ (Фучжоу)
Nàm-thin-sṳ	Намдинь
Końskie	Коньске
Luceni	Лусени
Fà-khièu	Хуацяо
Madrid Chhṳ-chhṳ Thai-ho̍k	Мадридский автономный университет
Tshṳ-tshṳ-chû	Автономный округ (КНР)
Medway	Медуэй (унитарная единица)
Nysa, Pô-làn	Ныса (город)
Belver de Cinca	Бельвер-де-Синка
Pó-ôn-chhu̍k	Баоань (народ)
Culemborg	Кулемборг
Kôan-tan-sṳ	Куантан
Sokółka	Сокулка
Thâu-thông-shì	Яо (император)
Hikari-sṳ	Хикари
Krosno	Кросно
Kûng-lî	Километр
Almarza	Альмарса
Aldealices	Альдеалисес
Aldealafuente	Альдеалафуэнте
Alentisque	Алентиске
Adradas	Адрадас
Alconaba	Альконаба
Abejar	Абехар
Aldealpozo	Альдеальпосо
Alcubilla de las Peñas	Алькубилья-де-лас-Пеньяс
Aldealseñor	Альдеальсеньор
Alcubilla de Avellaneda	Алькубилья-де-Авельянеда
Covaleda	Коваледа
Almazul	Альмасуль
Arcos de Jalón	Аркос-де-Халон
Aldehuela de Periáñez	Альдеуэла-де-Перианьес
Almenar de Soria	Альменар-де-Сория
Vinuesa	Винуэса
Duruelo de la Sierra	Дуруэло-де-ла-Сьерра
San Leonardo de Yagüe	Сан-Леонардо-де-Ягуэ
Shâu-sân-sṳ	Шаошань
Tai-tshu̍k	Дайцы
Mùn-pâ-tshu̍k	Монпа
Kudamatsu-sṳ	Кудамацу
Kiong-tshu̍k	Цян (народ)
Afrikaner-ngìn	Африканеры
Ngá-tshu̍k	Ва
Brummen	Брюммен
Fû-yûng-sṳ	Серембан
Jasło	Ясло
Â-chhông-chhu̍k	Ачаны
Bielsk Podlaski	Бельск-Подляски
Beuningen	Бёнинген
Thú-tshu̍k	Монгоры
Sîn-lòng	Жених
Pân-kap	Крапчатый голубь
Súi-tshu̍k	Шуйцы
Nyet-láu-tshu̍k	Гэлао (народ)
Kín-phó-tshu̍k	Качины
Lo̍k-pâ-tshu̍k	Лоба (народ)
Li̍t-siuk-tshu̍k	Лису (народ)
Vì-kî Pak-khô Ngî-ngièn Lie̍t-péu	Википедия:Список Википедий
Siên-pî-chhu̍k	Сяньби
Sanyo-Onoda-sṳ	Санъёонода
Fap-ho̍k	Юридическое образование
Pet-khî (Hiông-kóng)	Северный округ Гонконга
Mô-nàm-tshu̍k	Маонань
Nu-tshu̍k	Ну (народ)
Mu̍k-láu-tshu̍k	Мулао
Sî-sûng-pán-na̍p Thài-tshu̍k Tshṳ-tshṳ-chû	Сишуанбаньна-Дайский автономный округ
Ngièn-lóng-khî	Юньлон
Kôn-thòng-khî	Куньтхон
Khwûi-tshiâng-khî	Кхуайчхин
Phù-mí-tshu̍k	Пуми (народ)
Thai-pu-khî	Тайпоу
Tet-ngo-tshu̍k	Палаунг
Vòng-thai-siên-khî	Вонтайсинь
Tshiên-vân-khî	Чхюньвань
Pu-lóng-chhu̍k	Буланы
Bracknell Sêm-lìm	Бракнелл-Форест
Mìn-chú Chin-phu-tóng	Демократическая прогрессивная партия
Tomaszów Lubelski	Томашув-Любельский
Hrubieszów	Грубешов
Pet Québec Thi-khî	Север Квебека
Montérégie	Монтережи
Hói-nàm-fa	Хайнаньский язык
Chhièn-Liòng	Ранняя Лян
Dębica	Дембица
Québec-ngìn Tóng	Квебекская партия
Grahamstown	Грэхэмстаун
Cape Town Thai-ho̍k	Кейптаунский университет
Sasolburg	Сасолбург
Kraśnik	Красник
Dęblin	Демблин
Radzyń Podlaski	Радзынь-Подляский
Thûn-mùn-khî	Тхюньмунь
Kiú-liùng-sàng-khî	Коулун-Сити
Nàm-khî (Hiông-kóng)	Южный округ Гонконга
Vân-chái-khî	Ваньчай
Prudnik	Прудник
Villanueva de Sigena	Вильянуэва-де-Сихена
Tân-vi	Единица
Stockton-on-Tees	Стоктон-он-Тис
Sî-Liòng	Западная Лян (400—421)
Kô-lò-sî	Колоссы
Khiâm-nàm Pu-yî-tshu̍k Mèu-tshu̍k Tshṳ-tshṳ-chû	Цяньнань-Буи-Мяоский автономный округ
Lìm-ha Fì-tshu̍k Tshṳ-tshṳ-chû	Линься-Хуэйский автономный округ
Graaff-Reinet	Храфф-Рейнет
Orania	Орания
Yì-yâu-sṳ	Юйяо
Â-pa Chhong-chhu̍k Kiông-chhu̍k Chhṳ-chhṳ-chû	Нгава-Тибетско-Цянский автономный округ
Vong-kok Tshàm(MOK)	Вонкок (станция метро)
Welkom	Велком (город)
Hoedspruit	Хоэдспруит
Vryheid	Фрейхейд
Swellendam	Свеллендам
Tû-kông-yén-sṳ	Дуцзянъянь (Чэнду)
Mo̍k-li̍t Tha̍t-ngá Tha̍t-vat-ngì-tshu̍k Tshṳ-tshṳ-khì	Морин-Дава-Даурский автономный хошун
Liùng-hói-sṳ	Лунхай
Lói-yòng-sṳ	Лэйян
Hói-shù-khî	Хайшу
Phî-yen	Писянь
Sîn-tû-khî	Синьду
Sṳ̍p-fong-sṳ	Шифан
Vi	Желудок человека
Liùng-hâ	Омары
Kî-nok-tshu̍k	Цзино (народ)
Ngo̍k-lùn-tshùn-tshu̍k	Орочоны
Chaudière-Appalaches	Шодьер — Аппалачи
Sî-Chû	Западная Чжоу (династия)
Liông (Nàm-chhèu)	Лян (династия)
Sṳ̀n-Hòn	Чэн
Chhùng-chû-sṳ	Чунчжоу
Christiana (Nàm-fî)	Христиана
Pet-ngan Thi-khî (Québec)	Кот-Нор
Mí-nàm-kâ-pó-ngìn	Минангкабау (народ)
Néu-yok-kóng	Нью-Йоркская бухта
Tha̍k-é	Ди (музыкальный инструмент)
Sâ-vân-khî	Шавань (Лэшань)
Thûng-chhôn-khî	Тунчуань (район)
Sṳ-chûng-khî (Lo̍k-Sân-sṳ)	Шичжун (Лэшань)
Mâ-piên Yì-chhu̍k Chhṳ-chhṳ-yen	Мабянь-Иский автономный уезд
Tí-chhu̍k	Ди (Сычуань)
Chiáng-ngân-yen	Цзинъянь
Khien-vì-yen	Цяньвэй
Ńg-thûng-khiàu-khî	Утунцяо
Khì-yen	Цюйсянь
Sun-khin-khî	Шуньцин
Kô-phiàng-khî	Гаопин (Наньчун)
Mu̍k-chhôn-yen	Мучуань
Mòi-yen	Мэйсянь (Гуандун)
Sâm-kông Thûng-chhu̍k Chhṳ-chhṳ-yen	Саньцзян-Дунский автономный уезд
Na̍p-hâi-khî	Наси (район)
Mièn-chuk-sṳ	Мяньчжу
Khiûng-lôi-sṳ	Цюнлай
Àu-choi Fôn	Седлоклювый ябиру
Tûng-khî (Pan-kî-fâ-sṳ)	Дунцюй (Паньчжихуа)
Kî-chhòng	Аэропорт
Téu-mùn-khî	Доумэнь
Tsen-zi-wun	Тысячесловие
Lî Ngâ-kok	Легг, Джеймс
Yen	Уезды КНР
Lò-kông-yen	Лоцзян
Nàm-Yèn	Южная Янь
Nàm-Liòng	Южная Лян
Ngò-mì-sân-sṳ	Эмэйшань (городской уезд)
Liùng-mâ-thâm-khî	Лунматань
Yùng-yen (Chhṳ-kung-sṳ)	Жунсянь (Цзыгун)
Lû-yen	Лусянь
Chin-yòng-khî	Цзинъян (Дэян)
Kung-chiáng-khî	Гунцзин
Kú-nìn-yen	Гулинь
Yàm-piên-yen	Яньбянь
Sî-khî (Pan-kî-fâ-sṳ)	Сицюй (Паньчжихуа)
Sé-kiok-lî	Омовение ног
Phû-kông-yen	Пуцзян (Чэнду)
Kîm-thòng-yen	Цзиньтан
Vûn-kông-khî	Вэньцзян
Vú-hêu-khî	Ухоу
Liùng-chhièn-yi̍t-khî	Лунцюаньи
Kîm-ngiù-khî	Цзиньню
Kím-kông-khî	Цзиньцзян (Чэнду)
Phàng-chû-sṳ	Пэнчжоу
Kông-tûng-khî (Nèn-pô-sṳ)	Цзяндун
Chûng-koet Ngò-lò-sṳ̂-tshu̍k	Русские в Китае
Windsor lâu Maidenhead	Виндзор и Мейденхед
Fuk-ôn-sṳ	Фуань
Thí-ngoi Mo̍k-yòng-ha̍p	Экстракорпоральная мембранная оксигенация
Lìm Tan	Линь Дань
分類:Tet-koet	Категория:Германия
分類:Yi-thai-li	Категория:Италия
分類:Kâ-nâ-thai	Категория:Канада
分類:Sî-pân-ngà	Категория:Испания
分類:Chûng-koet	Категория:Китай
分類:Ngi̍t-pún	Категория:Япония
分類:Àu-thai-li-â	Категория:Австралия
分類:Yin-thu	Категория:Индия
分類:Yî-set-lie̍t	Категория:Израиль
分類:Nàm-fî	Категория:ЮАР
Thiên-sái (Hiông-kóng)	Башни Куллинан
Redcar and Cleveland	Редкар и Кливленд
分類:Yin-thu-nì-sî-â	Категория:Индонезия
分類:Pâ-kî-sṳ̂-thán	Категория:Пакистан
分類:Pô-làn	Категория:Польша
分類:Sîn-kâ-po	Категория:Сингапур
分類:Hòn-koet	Категория:Южная Корея
分類:Thai-koet	Категория:Таиланд
分類:Ye̍t-nàm	Категория:Вьетнам
分類:Phú-nen-lui	Категория:Млекопитающие
分類:Tiâu	Категория:Птицы
分類:Chhṳ̍t-vu̍t	Категория:Растения
分類:Vu̍t-lí-ho̍k	Категория:Физика
分類:Chhṳ-yèn Khô-ho̍k	Категория:Естественные науки
分類:Sâng-vu̍t-ho̍k	Категория:Биология
分類:Fa-ho̍k	Категория:Химия
分類:Li̍t-sṳ́	Категория:История
分類:Thi-lî	Категория:География
分類:Sa-fi	Категория:Общество
分類:Chûng-kau	Категория:Религия
分類:Thí-yuk	Категория:Спорт
分類:Khô-ho̍k	Категория:Наука
分類:Lièn-ha̍p-koet	Категория:ООН
分類:Êu-chû Lièn-mèn	Категория:Европейский союз
分類:Kien-chuk-vu̍t	Категория:Здания и сооружения
分類:Thûng-sin	Категория:Связь
分類:Thi-khiù	Категория:Земля
Chhièn-Chhîn	Ранняя Цинь
Chhièn-Yèn	Ранняя Янь
Sî Berkshire	Западный Беркшир
Hiông-kóng Thiet-lu Yû-han Kûng-sṳ̂	MTR Corporation
Heu-Yèn	Поздняя Янь
Pet-Liòng	Северная Лян
Chhièn-Chhàu	Северная Хань
Zuera	Суэра
Langa del Castillo	Ланга-дель-Кастильо
Contamina	Контамина
Louis Trichardt	Луис-Тричард
Abiego	Абьего
Abanto	Абанто
Sî-Chhîn	Западная Цинь
Heu-Chhîn	Поздняя Цинь
Kú Lò-mâ	Древний Рим
La Fueva	Ла-Фуэва
Ibanag-ngî	Ибанаг
Sân-thi-mâ-lî-ngî	Горномарийский язык
Tsui-heu ke Sṳ́m-phan	Страшный суд
Middelburg, Mpumalanga-sén	Мидделбург (Мпумаланга)
Sat-mû-ngí-ki-song	Первая книга Царств
分類:Chet-ho̍k	Категория:Философия
分類:Fu̍t-kau	Категория:Буддизм
分類:Kî-tuk-kau	Категория:Христианство
分類:Yù-thai-kau	Категория:Иудаизм
Ventersdorp	Вентерсдорп
Pet-Yèn	Северная Янь
Sià-ok Sṳn-kîn	Злая Библия
Ên-tiâu	Орлиные
Heu-Liòng	Поздняя Лян
Heu-Chhàu	Поздняя Чжао
Bochotnica	Бохотница
Jagersfontein	Яхерсфонтейн
Zung-kok tsen-thung zit-nit	Традиционные китайские праздники
Viljoenskroon	Фильюнскрун
琴浦同學	Kotoura-san
分類:Hàng-sên	Категория:Планеты
分類:Vùn-fa	Категория:Культура
分類:Ngìn-vùn Khô-ho̍k	Категория:Гуманитарные науки
分類:Tî-sṳt	Категория:Знание
Chṳ́-set	Пурпурный цвет
Ngiu̍k-sân Koet-kâ Kûng-yèn	Юйшань (национальный парк)
Steynsrus	Стейнсрюс
Ap-è	Утки
Lù-tshṳ̀	Баклановые
分類:Yên-yèn	Категория:Актёры
模板:Tl	Шаблон:Tl
模板:Userbox	Шаблон:Userbox
模板:Wikipedialang	Шаблон:Wikipedialang
分類:Koet-kâ	Категория:Страны
Wikipedia:Kón-lî-yèn	Википедия:Администраторы
分類:Chûng-fà Mìn-chhu̍k	Категория:Народы Китая
分類:Ngìn-vu̍t	Категория:Люди
分類:Mìn-chhu̍k	Категория:Народы
Wikipedia:Hàng-tsṳn-yèn	Википедия:Бюрократы
Wikipedia:IP chhà-fûng li-ngoi-chá	Википедия:Исключение из IP-блокировок
Wikipedia:Kî-hi-ngìn	Википедия:Бот
分類:Sṳ̀-kiên	Категория:Время
分類:Chhṳ-yèn	Категория:Природа
分類:Kûng-chhàng	Категория:Инженерия
分類:Yî-ho̍k	Категория:Медицина
分類:Chṳn-chṳ	Категория:Политика
分類:Kau-yuk	Категория:Образование
分類:Kông-ho̍k	Категория:Оптика
Âi-khi̍p	Египет
分類:Chat-ho̍k-kâ	Категория:Философы
模板:Bot	Шаблон:Bot
Kâ-nâ-thai	Канада
分類:Hiûng-ngà-li	Категория:Венгрия
分類:Hî-lia̍p	Категория:Греция
分類:Lâ-thot-vì-â	Категория:Латвия
分類:Yù-hi	Категория:Игры
Thiên-koet	Небеса
Zong Thaai-pheng	Чжан Дапэн, Иосиф
分類:Êu-chû koet-kâ	Категория:Страны Европы
分類:Êu-chû	Категория:Европа
模板:Documentation	Шаблон:Doc
Wikipedia:Yung-fu	Википедия:Права участников
Pok-sṳ	Доктор (звание)
Wikipedia:Sa-khî	Википедия:Портал сообщества
分類:Wikipedians by language	Категория:Википедия:Участники по языкам
Sṳ̀n Chhai-kî	Сон Джэги
Ngiù-è	Крупный рогатый скот
Khi-néu Kî-chhòng	Узловой аэропорт
Khî-ngia̍p	Предпринимательство
Ngiuk-yèn	Тефтели
模板:Softredirect	Шаблон:Soft redirect
模板:Delete	Шаблон:К быстрому удалению
分類:Kî-su̍t	Категория:Технология
分類:Ngî-ngièn	Категория:Языки
Wikipedia:Chhóng-kien Sîn Thiàu-muk	Википедия:Как создать статью
分類:還無索引嘅頁面	Категория:Неиндексируемые страницы
分類:含有損壞文件鏈接嘅頁面	Категория:Страницы со ссылками на отсутствующие файлы
模板:Navbox	Шаблон:Navbox
Thoi-chhú	Кенгуру
Pak-ha̍p-fâ	Лилия
模板:!-	Шаблон:!-
模板:Tnavbar	Шаблон:Tnavbar
模板:Unicode	Шаблон:Unicode
模板:Smallcaps	Шаблон:Smallcaps
模板:Small	Шаблон:Small
模板:Nowrap	Шаблон:Nobr
分類:Fî-chû	Категория:Африка
分類:Chhṳ-yù Pâng-sén	Категория:Фри-Стейт
分類:Tûng Khôi-phú-sén	Категория:Восточная Капская провинция
分類:Gauteng-sén	Категория:Гаутенг
分類:KwaZulu-Natal-sén	Категория:Квазулу-Натал
分類:Mpumalanga-sén	Категория:Мпумаланга
分類:Sṳn-kîn	Категория:Библия
分類:Limpopo-sén	Категория:Лимпопо
分類:Sî Khôi-phú-sén	Категория:Западно-Капская провинция
分類:Sî-pet-sén	Категория:Северо-Западная провинция
分類:Si	Категория:Книги
模板:Pâ-phe̍t	Шаблон:Babel
模板:Reflist	Шаблон:Примечания
模板:Stub	Шаблон:Заготовка
模板:User ca-1	Шаблон:User ca-1
模板:User de	Шаблон:User de
模板:User de-1	Шаблон:User de-1
模板:User en-3	Шаблон:User en-3
模板:User en-1	Шаблон:User en-1
模板:User en-2	Шаблон:User en-2
模板:User en-4	Шаблон:User en-4
模板:User en-0	Шаблон:User en-0
模板:User en	Шаблон:User en
模板:User de-2	Шаблон:User de-2
模板:User fr-2	Шаблон:User fr-2
模板:User ja-1	Шаблон:User ja-1
模板:User fr	Шаблон:User fr
模板:Location map/Info	Шаблон:ПозКарта/Инфо
分類:Khûn-chhùng	Категория:Насекомые
分類:Â-chû	Категория:Азия
分類:Chṳ-li	Категория:Чили
分類:Nàm-mî-chû	Категория:Южная Америка
分類:Khà-sṳ̂-tì-li-â lâu Lòi-ngong	Категория:Кастилия и Леон
模板:Esoteric	Шаблон:Эзотерика
分類:Mâ-lòi-sî-â	Категория:Малайзия
分類:Sṳ̍t-phín	Категория:Пища
模板:Mod	Шаблон:Mod
模板:User es-2	Шаблон:User es-2
模板:Fôn-ngiàng	Шаблон:Приветствие
分類:Thiàu-mi-liau	Категория:Приправы
分類:Chû-chṳt	Категория:Организации
分類:Ngî-ngièn-ho̍k	Категория:Лингвистика
模板:ITA	Шаблон:ITA
模板:非洲行政區劃	Шаблон:Страны Африки
模板:SVK	Шаблон:SVK
模板:Infobox Country	Шаблон:Государство
模板:TUR	Шаблон:TUR
分類:User en-4	Категория:User en-4
分類:User en	Категория:User en
分類:User zh	Категория:User zh
分類:User zh-N	Категория:User zh-N
分類:User en-2	Категория:User en-2
模板:User zh	Шаблон:User zh
模板:Cite web	Шаблон:Cite web
模板:Ombox	Шаблон:Ombox
分類:Hòng-khûng	Категория:Авиация
分類:Yím-sṳ̍t	Категория:Еда и напитки
模板:Fong-wui	Шаблон:Стороны света
模板:BS3	Шаблон:BS3
分類:Tsúng-thúng	Категория:Президенты государств
模板:IPA	Шаблон:IPA1
分類:Chṳn-chṳ Ngìn-lui	Категория:Политики
分類:Mî-chû	Категория:Америка
模板:其他	Шаблон:Другие значения
分類:Language user templates	Категория:Шаблоны участников:По языкам
模板:Topicon	Шаблон:Right-uppermost image
模板:Fmbox	Шаблон:Fmbox
模板:大洋洲行政區劃	Шаблон:Океания
分類:Vùn-ho̍k-kâ	Категория:Писатели
分類:Kiûn-sṳ	Категория:Вооружённые силы
分類:Thai-ho̍k	Категория:Университеты
模板:Country data Malaysia	Шаблон:Флагификация/Малайзия
模板:Lang-he	Шаблон:Lang-he
模板:Both	Шаблон:Both
分類:Sṳ-kie Pok-lám-fi	Категория:Всемирные выставки
分類:Chûng-fà Ngìn-mìn Khiung-fò-koet Chú-sit	Категория:Председатели КНР
模板:Documentation subpage	Шаблон:Docpage
分類:Fu̍k-tsông	Категория:Буддийские монахи
模板:FIN	Шаблон:FIN
模板:Purge	Шаблон:Очистить кэш
模板:Lang-de	Шаблон:Lang-de
模板:DNK	Шаблон:DNK
模板:Provinces of China	Шаблон:Провинции КНР
模板:Userpage	Шаблон:Userpage
模板:DEU	Шаблон:DEU
模板:SWE	Шаблон:SWE
分類:Ye̍t-nàm kî-chhòng	Категория:Аэропорты Вьетнама
Kiet-tshòng	Ободочная кишка человека
分類:Kûng-sṳ̂	Категория:Компании
模板:User fr-3	Шаблон:User fr-3
模板:Allcaps	Шаблон:Uppercase
模板:JPN	Шаблон:JPN
分類:Thien-nó	Категория:Компьютеры
模板:MKD	Шаблон:MKD
模板:LTU	Шаблон:LTU
分類:Sṳ-chhòng	Категория:Рынки и базары
Mô-li-ngìn	Маори
模板:Disambig	Шаблон:Неоднозначность
模板:Tick	Шаблон:Ok
分類:Hàng-thung Thien-fa	Категория:Сотовые телефоны
模板:User nan	Шаблон:User nan
模板:GRC	Шаблон:GRC
模板:Lang-grc	Шаблон:Lang-grc
模板:CZE	Шаблон:CZE
模板:Lang-en	Шаблон:Lang-en
分類:Chhòn-ngiam-phiang	Категория:Инфекционные заболевания
分類:Sîn-kau	Категория:Протестантизм
模板:GBR	Шаблон:GBR
分類:Sâng-vu̍t	Категория:Организмы
模板:SVN	Шаблон:SLO
模板:FRA	Шаблон:FRA
模板:User pt-2	Шаблон:User pt-2
分類:Kâ-li-sî-â	Категория:Галисия
模板:歐洲行政區劃	Шаблон:Страны Европы
分類:User yue	Категория:User zh-yue
分類:User fr	Категория:User fr
分類:User ja	Категория:User ja
分類:User pt	Категория:User pt
分類:User nl-3	Категория:User nl-3
分類:User fr-2	Категория:User fr-2
分類:User ja-2	Категория:User ja-2
分類:User ko-N	Категория:User ko-N
分類:User fr-N	Категория:User fr-N
分類:Vùn-sṳ	Категория:Письменность
分類:Tho-kau	Категория:Даосизм
分類:User ca	Категория:User ca
分類:User ca-1	Категория:User ca-1
分類:User de	Категория:User de
分類:User de-2	Категория:User de-2
分類:User de-N	Категория:User de-N
分類:User en-3	Категория:User en-3
分類:User en-N	Категория:User en-N
分類:User es	Категория:User es
分類:User es-2	Категория:User es-2
分類:User es-N	Категория:User es-N
分類:Hiông-kóng Thi-lî	Категория:География Гонконга
模板:Lang-lv	Шаблон:Lang-lv
分類:Yî-set-lie̍t kiûn-vòng	Категория:Цари Израиля
分類:Yù-thai kiûn-vòng	Категория:Цари Иудеи
分類:Kí-hò-ho̍k	Категория:Геометрия
模板:Ye̍t-nàm	Шаблон:Административное деление Вьетнама
分類:User ja-1	Категория:User ja-1
分類:User ko	Категория:User ko
