Afrika	Африка
Jaroslav Seifert	Сейферт, Ярослав
Parokia	Приход
Papa Paulo II	Павел II
Numidia	Нумидия
Dennis Hopper	Хоппер, Деннис
Ypres	Ипр
Konyeza-vichanio	Гребневики
Kifupi	Аббревиатура
Henri Moissan	Муассан, Анри
Yul Brynner	Бриннер, Юл
Jacobus Henricus van 't Hoff	Вант-Гофф, Якоб Хендрик
Frederick Soddy	Содди, Фредерик
Nyuki-asali	Медоносные пчёлы
Bendera ya Honduras	Флаг Гондураса
Bendera ya Guinea-Bissau	Флаг Гвинеи-Бисау
Bendera ya Nigeria	Флаг Нигерии
Bendera ya Uswazi	Флаг Свазиленда
Korintho	Коринф
Bendera ya Togo	Флаг Того
Västra Götalands län	Вестра-Гёталанд
Papa Julius I	Юлий I
Abati	Аббат
Masedonia	Македония (область)
Papa Yohane III	Иоанн III (папа римский)
Papa Gregori III	Григорий III (папа римский)
Papa Sisinnio	Сизинний
Papa Adrian I	Адриан I
Papa Boniface II	Бонифаций II
Papa Paskali I	Пасхалий I
Papa Konstantin	Константин (папа римский)
Papa Gregori II	Григорий II
Papa Leo II	Лев II (папа римский)
IO	IO
Papa Agapeto II	Агапит II
Papa Adeodato II	Адеодат II
Papa Paulo I	Павел I (папа римский)
Papa Marinus II	Марин II
Papa Anastasio III	Анастасий III
Papa Celestino III	Целестин III
Vita Kuu ya Dunia	Мировая война
Papa Donus	Домн
The Velvet Underground	The Velvet Underground
Henri II	Генрих II Святой
Papa Nikolasi IV	Николай IV
Skåne län	Сконе (лен)
Jönköpings län	Йёнчёпинг (лен)
Jämtlands län	Емтланд (лен)
Norrbottens län	Норрботтен (лен)
Hallands län	Халланд (лен)
Gävleborgs län	Евлеборг
Kalmar län	Кальмар (лен)
Dalarnas län	Даларна (лен)
Gotlands län	Готланд (лен)
Kaspar Capparoni	Каппарони, Каспар
Charlie Parker	Паркер, Чарли
Donald Sutherland	Сазерленд, Дональд
Papa Leo VI	Лев VI (папа римский)
Prussia Mashariki	Восточная Пруссия
Peter Debye	Дебай, Петер
Aage Bohr	Бор, Оге Нильс
Julius Nepos	Юлий Непот
Peter O'Toole	О’Тул, Питер
Kiefer Sutherland	Сазерленд, Кифер
Gustav Stresemann	Штреземан, Густав
Steve Buscemi	Бушеми, Стив
Eli Wallach	Уоллак, Илай
Andre Geim	Гейм, Андрей Константинович
Papa Eugenio II	Евгений II
Stockholms län	Стокгольм (лен)
Papa Theodor I	Теодор I (папа римский)
Örebro län	Эребру (лен)
Ufizi wa meno	Дёсны
Waadventista Wasabato	Церковь адвентистов седьмого дня
Billie Holiday	Билли Холидей
Vadsø	Вадсё
Joseph Kony	Кони, Джозеф
Mto Yukon	Юкон (река)
Papa Agatho	Агафон (папа римский)
Kaizari Galienus	Галлиен
Kundi la Halkojeni	Халькогены
Paul Sabatier	Сабатье, Поль (химик)
Victor Grignard	Гриньяр, Виктор
Andrew Huxley	Хаксли, Эндрю Филдинг
Tawakel Karman	Карман, Тавакуль
John Mather	Мазер, Джон Кромвелл
Oresund	Эресунн
Vitali Ginzburg	Гинзбург, Виталий Лазаревич
Umaru Yar'Adua	Яр-Адуа, Умару
Kronobergs län	Крунуберг
Simon van der Meer	Мер, Симон ван дер
Papa Lando	Ландон (папа римский)
Mesrop	Месроп Маштоц
Mtofaa	Яблоня
Västerbottens län	Вестерботтен (лен)
Västernorrlands län	Вестерноррланд
Uppsala län	Уппсала (лен)
Östergötlands län	Эстергётланд (лен)
Mari Kiviniemi	Кивиниеми, Мари
Västmanlands län	Вестманланд (лен)
Socialdemokraterna	Социал-демократическая рабочая партия Швеции
YHWH	Тетраграмматон
Oscar Peterson	Питерсон, Оскар
Kenneth Kaunda	Каунда, Кеннет
Maurice Jarre	Жарр, Морис
Utegili	Плазма (значения)
CD	CD (значения)
Baruch Blumberg	Бламберг, Барух
Wendell Stanley	Стэнли, Уэнделл Мередит
Mahakama	Судебная власть
Injili Ndugu	Синоптические Евангелия
Kiwango cha kuyeyuka	Плавление
Orodha ya miji ya Albania	Города Албании
Orodha ya miji ya Uturuki	Города Турции
Alhamisi kuu	Великий четверг
John Howard Northrop	Нортроп, Джон Говард
Kiwango utatu	Тройная точка
Adam Riess	Рисс, Адам
Konstantin Novoselov	Новосёлов, Константин Сергеевич
Safu ya Ruwenzori	Рувензори
Ahmed Zewail	Зевейл, Ахмед
John Lydon	Лайдон, Джон
Martin Chalfie	Чалфи, Мартин
Jerome Karle	Карле, Джером
John Fenn	Фенн, Джон Беннетт
Richard Smalley	Смолли, Ричард
Alan Heeger	Хигер, Алан
James Sumner	Самнер, Джеймс Бетчеллер
George Porter	Портер, Джордж
Värmlands län	Вермланд (лен)
Strängnäs	Стренгнес
Södermanlands län	Сёдерманланд (лен)
Columbus	Колумбус
Roosevelt	Рузвельт
Saul Perlmutter	Перлмуттер, Сол
Claudia Cardinale	Кардинале, Клаудия
Count Basie	Бэйси, Каунт
Leymah Gbowee	Гбови, Лейма
Arlington, Virginia	Арлингтон (округ, Виргиния)
Kiyunani	Койне
Injili ya Marko	Евангелие от Марка
Tønsberg	Тёнсберг
Wilaya ya Leitrim	Литрим (графство)
Sivas	Сивас
Rosalyn Yalow	Ялоу, Розалин Сасмен
Lars Onsager	Онзагер, Ларс
David Politzer	Политцер, Хью Дэвид
Martin Perl	Перл, Мартин Льюис
Norman Ramsey	Рамзей, Норман Фостер
Sheldon Glashow	Глэшоу, Шелдон Ли
Herbert Hauptman	Хауптман, Херберт Аарон
Ben Mottelson	Моттельсон, Бен Рой
Charles Mingus	Мингус, Чарльз
Frank Wilczek	Вильчек, Фрэнк
Har Khorana	Корана, Хар Гобинд
Sarcelles	Сарсель
Christiaan Eijkman	Эйкман, Христиан
Jean-Marie Lehn	Лен, Жан-Мари
Sarpsborg	Сарпсборг
Marin County	Марин (округ)
Belize City	Белиз (город)
Panya-miti	Соневые
Papa Alexander VI	Александр VI
Chapeli	Капелла (архитектура)
Sala ya moyo	Медитация
Nembo ya Uganda	Герб Уганды
Carleton Gajdusek	Гайдушек, Карлтон
The Proposal	Предложение (фильм, 2009)
Dave Brubeck	Брубек, Дэйв
Susumu Tonegawa	Тонегава, Судзуми
Robert Holley	Холли, Роберт
Hamilton Smith	Смит, Хамилтон
Solna	Сольна
Mecklenburg	Мекленбург
Jimmy Cliff	Джимми Клифф
Kaesong	Кэсон
Mafia	Мафия (значения)
Orodha ya miji ya Misri	Города Египта
Kilkenny	Килкенни (город)
Chongjin	Чхонджин
Hamhung	Хамхын
Wonsan	Вонсан
Nampho	Нампхо
Kasoko ya volkeno	Вулканический кратер
Richard M. Johnson	Джонсон, Ричард Ментор
Renato Dulbecco	Дульбекко, Ренато
Serge Haroche	Арош, Серж
Thelonious Monk	Монк, Телониус
Matola (Msumbiji)	Матола
Marshall Nirenberg	Ниренберг, Маршалл
William Giauque	Джиок, Уильям Фрэнсис
Edward Kendall	Кендалл, Эдуард
Julius Axelrod	Аксельрод, Джулиус
Orodha ya miji ya Armenia	Список городов Армении
Oh Uganda, Land of Beauty	Гимн Уганды
Mwanza (mji)	Мванза
Ansgar Mtakatifu	Ансгар
Steinkjer	Стейнхьер
Centerpartiet	Партия Центра (Швеция)
Moderaterna	Умеренная коалиционная партия
Folkpartiet	Народная партия — либералы
Hideki Shirakawa	Сиракава, Хидэки
Barry Sharpless	Шарплесс, Барри
Robert Curl	Кёрл, Роберт
William Lipscomb	Липскомб, Уильям Нанн
Alan MacDiarmid	Макдиармид, Алан
William Knowles	Ноулз, Уильям
Stanford Moore	Мур, Станфорд
Kurt Wüthrich	Вютрих, Курт
Koichi Tanaka	Танака, Коити
James Black	Блэк, Джеймс
Taizé	Тэзе (община)
Sinodi	Синод
Sherwood Rowland	Роуланд, Шервуд
Nchi za visiwa	Островное государство
Joey King	Кинг, Джоуи
Durango, Durango	Виктория-де-Дуранго
Kimongo-Nkundu (lugha)	Монго (язык)
Usawa wa kijinsia	Равенство полов
Danderyd	Дандерюд
Botkyrka	Ботчюрка
Jimbo Katoliki la Rulenge-Ngara	Епархия Руленге-Нгары
American Pie (mfululizo)	Американский пирог (серия фильмов)
Liya Kebede	Лия Кебеде
Mkoa wa Ruvuma	Рувума (область)
Sumbawanga (mji)	Сумбаванга
Dreaming of You	Dreaming of You (альбом)
Milenia ya 4 KK	4-е тысячелетие до н. э.
Daniel Bovet	Бове, Даниеле
Mto Arno	Арно (река, впадает в Лигурийское море)
Walter Hess	Гесс, Уолтер
Paul Hermann Müller	Мюллер, Пауль Герман
Emil Theodor Kocher	Кохер, Эмиль Теодор
Tadeus Reichstein	Рейхштейн, Тадеуш
Werner Arber	Арбер, Вернер
Maria Bernarda Buetler	Бютлер, Мария Бернарда
Milenia ya 5 KK	5-е тысячелетие до н. э.
Idris I wa Libya	Мухаммад Идрис ас-Сануси
Tana (ziwa)	Тана (озеро)
RW	RW
Malcolm McDowell	Макдауэлл, Малкольм
Jimbo la Anambra	Анамбра
Papa Nikolasi II	Николай II (папа римский)
Papa Celestino V	Целестин V
Karama	Харизма
Altiplano	Альтиплано
Leuven	Лёвен
Muş	Муш (город)
Michael Douglas	Дуглас, Майкл
Meisho	Императрица Мэйсё
Mkoa wa Kyoto	Киото (префектура)
Władysław Reymont	Реймонт, Владислав
Miundombinu	Инфраструктура
Pasaka ya Kiyahudi	Песах
Los Angeles Lakers	Лос-Анджелес Лейкерс
Baharia Sindbad	Синдбад-мореход
Dina	Дина, дочь Иакова
Mitholojia ya Kirumi	Римская мифология
Udhibiti wa uzazi	Контрацепция
Richard Ernst	Эрнст, Рихард
Karl Alexander Müller	Мюллер, Карл Александр
Çekmeköy	Чекмекёй
Élie Ducommun	Дюкоммен, Эли
Papa Callixtus I	Каликст I
Bendera ya Mexiko	Флаг Мексики
Eau Claire, Wisconsin	О-Клэр (Висконсин)
Mkoa wa Osaka	Осака (префектура)
Reinheim	Райнхайм
Erzurum	Эрзурум
Leopold Ruzicka	Ружичка, Леопольд
Alfred Werner	Вернер, Альфред
Felix Bloch	Блох, Феликс
Charles Édouard Guillaume	Гийом, Шарль Эдуар
Heinrich Rohrer	Рорер, Генрих
Go-Komatsu	Император Го-Комацу
Chui wa Tasmania	Сумчатый волк
Nanyuki	Нанюки
Mkoa wa Fukuoka	Фукуока (префектура)
Francis Crick	Крик, Фрэнсис
Sega	Пчелиные соты
Mto Charente	Шаранта (река)
Mkoa wa Ehime	Эхимэ
Sinclair Lewis	Льюис, Синклер
Jumatano ya Majivu	Пепельная среда
Al-Andalus	Аль-Андалус
Gloria Macapagal Arroyo	Макапагал-Арройо, Глория
Emmy	Эмми
Waraka wa pili kwa Wakorintho	2-е послание к Коринфянам
George Gershwin	Гершвин, Джордж
Jane Seymour	Джейн Сеймур (актриса)
Mkoa wa Muğla	Мугла (ил)
Bendera ya Angola	Флаг Анголы
Tijuana, Baja California	Тихуана
Papa Pius VII	Пий VII
Papa Gregori IX	Григорий IX
Wakapuchini	Капуцины (монашеский орден)
Mindanao	Минданао (остров)
Ziwa Kyoga	Кьога
Aretha Franklin	Франклин, Арета
Ziwa Edward	Эдуард (озеро)
Wayne, Michigan	Уэйн (Мичиган)
Puebla, Puebla	Пуэбла-де-Сарагоса
Chad (ziwa)	Чад (озеро)
Port Elizabeth	Порт-Элизабет (ЮАР)
Usawa bahari wastani	Уровень моря
Mkoa wa Iğdır	Ыгдыр (ил)
Bweha	Шакалы
OB	Обь (значения)
Papa Urban I	Урбан I (папа римский)
Orodha ya Makaizari wa Roma	Список римских императоров
Mkoa wa Yamagata	Ямагата (префектура)
Ziwa Albert (Afrika)	Альберт (озеро)
Edward Norton	Нортон, Эдвард
Kimberley (Afrika Kusini)	Кимберли (ЮАР)
Tunguska	Тунгусский метеорит
Saint Martin	Сен-Мартен (владение Франции)
Conquistador	Конкистадор
Eisenstadt	Айзенштадт
Warner Bros.	Warner Bros.
Papa Benedikto XIV	Бенедикт XIV
St. Catharines	Сент-Катаринс
Mkoa wa Kütahya	Кютахья (ил)
Antibes	Антиб
Vasili Vereshchagin	Верещагин, Василий Васильевич
Kars	Карс
Kutapika	Рвота
Pearl Harbor	Пёрл-Харбор
Rasi ya Magharibi	Западно-Капская провинция
Albert Abraham Michelson	Майкельсон, Альберт Абрахам
Utungisho katika Wanyama	Половой процесс
Papa Alexander VII	Александр VII
Mkoa wa Yamaguchi	Ямагути (префектура)
José Echegaray y Eizaguirre	Эчегарай-и-Эйсагирре, Хосе
Papa Sixtus II	Сикст II
Allianz Arena	Альянц Арена
Dangerously in Love	Dangerously in Love
Taunton, Massachusetts	Тонтон (Массачусетс)
Mkoa wa Kanagawa	Канагава
Silika kadiri ya C. G. Jung	Интроверсия — экстраверсия
Magharibi mwa Norwei	Вестланн
Beverly Hills, California	Беверли-Хиллз
Mkoa wa Nagano	Нагано (префектура)
Parana (mto)	Парана (река)
Arthur Holly Compton	Комптон, Артур Холли
