Afrika	Африка
Gustav Hertz	Герц, Густав Людвиг
Otto Stern	Штерн, Отто
Daniel Gabriel Fahrenheit	Фаренгейт, Габриель
Nelly Sachs	Закс, Нелли
Fritz Haber	Габер, Фриц
Ferdinand Braun	Браун, Карл Фердинанд
Adolf von Baeyer	Байер, Адольф
Papa Adrian VI	Адриан VI
Paul Ehrlich	Эрлих, Пауль
Johannes Stark	Штарк, Йоханнес
Gottlieb Daimler	Даймлер, Готтлиб
Maria Goeppert-Mayer	Гёпперт-Майер, Мария
Diane Kruger	Крюгер, Диана
Peter Grünberg	Грюнберг, Петер
Kaizari Sigismund	Сигизмунд (император Священной Римской империи)
Walther Nernst	Нернст, Вальтер Герман
Otto Wallach	Валлах, Отто
Albrecht Kossel	Коссель, Альбрехт
Otto Meyerhof	Мейергоф, Отто
Hans Krebs	Кребс, Ханс Адольф
Gerhard Domagk	Домагк, Герхард
Wolfgang Paul	Пауль, Вольфганг
Omar al-Bashir	Омар аль-Башир
Yoweri Kaguta Museveni	Мусевени, Йовери Кагута
Jacob Zuma	Зума, Джейкоб
Harald V wa Norwei	Харальд V
Mwai Kibaki	Кибаки, Мваи
Ivan Gašparovič	Гашпарович, Иван
Abdelaziz Bouteflika	Бутефлика, Абдель Азиз
José Eduardo dos Santos	Сантуш, Жозе Эдуарду душ
Blaise Compaoré	Компаоре, Блэз
Mswati III wa Uswazi	Мсвати III
Goodluck Jonathan	Джонатан, Гудлак
Girma Wolde-Giorgis	Гырма Уольде-Гиоргис Лука
Joseph Kabila	Кабила, Жозеф
Ningxia	Нинся-Хуэйский автономный район
Ernest Bai Koroma	Корома, Эрнест Бай
Jakaya Kikwete	Киквете, Джакайя
Ali Bongo Ondimba	Бонго Ондимба, Али бен
Muhamad VI	Мухаммед VI
Hans Spemann	Шпеман, Ханс
Mohammed bin Rashid Al Maktoum	Мохаммед ибн Рашид аль-Мактум
Raila Odinga	Одинга, Раила
Jens Stoltenberg	Столтенберг, Йенс
Mizengo Kayanza Peter Pinda	Пинда, Мизенго
Mark Rutte	Рютте, Марк
Ernst Boris Chain	Чейн, Эрнст Борис
Upasteurishaji	Пастеризация
Wikipedia ya Kituruki	Турецкая Википедия
Shijiazhuang	Шицзячжуан
Liam Neeson	Нисон, Лиам
Papa Leo IX	Лев IX
Papa Viktor II	Виктор II
Papa Stefano IX	Стефан IX (X)
Papa Gregori V	Григорий V (папа римский)
Papa Klementi II	Климент II
Werner von Siemens	Сименс, Вернер фон
Ernst Röhm	Рём, Эрнст Юлиус
Baja California (jimbo)	Нижняя Калифорния
Hasselt	Хасселт
Max Born	Борн, Макс
Yohane wa Dukla	Ян из Дуклы
RT	RT (значения)
Zhuhai	Чжухай
Shantou	Шаньтоу
Shaoguan	Шаогуань
Jacobs University Bremen	Бременский университет Якобса
Jiangmen	Цзянмынь
Zhanjiang	Чжаньцзян
Zhaoqing	Чжаоцин
Huizhou	Хойчжоу
Meizhou	Мэйчжоу
Shanwei	Шаньвэй
Diglosia	Диглоссия
Heyuan	Хэюань
Yangjiang	Янцзян
Qingyuan	Цинъюань
Dongguan	Дунгуань
Zhongshan	Чжуншань (город)
Chaozhou	Чаочжоу
Yunfu	Юньфу
Michael Bay	Бэй, Майкл
Mkondo wa Benguela	Бенгельское течение
Swakopmund	Свакопмунд
Tekle Giyorgis II	Тэкле Гийоргис II
Zalaegerszeg	Залаэгерсег
Alberto Mkuu	Альберт Великий
Karl von Frisch	Фриш, Карл фон
Papa Damaso II	Дамасий II
Gerhard Ertl	Эртль, Герхард
Roland Emmerich	Эммерих, Роланд
Chiapas	Чьяпас
Veracruz (jimbo)	Веракрус (штат)
Miaka ya 1150	1150-е годы
Bara Hindi	Индийский субконтинент
Bendera ya Denmark	Флаг Дании
Guerrero (jimbo)	Герреро
Heroini	Героин
Yucatán (jimbo)	Юкатан (штат)
Miaka ya 1030	1030-е годы
Miaka ya 1050	1050-е годы
Dhambi	Грех
Lou Bega	Лу Бега
Emin Pasha	Эмин-паша
Chandrasekhara Raman	Чандрасекхара Венката Раман
Horst Buchholz	Буххольц, Хорст
Siegfried & Roy	Зигфрид и Рой
David J. Wineland	Вайнленд, Дэвид
Mwerezi	Кедр ливанский
San Francisco de Campeche, Campeche	Сан-Франсиско-де-Кампече
Chihuahua, Chihuahua	Чиуауа (город)
Guanajuato, Guanajuato	Гуанахуато (город)
Colima (jimbo)	Колима (штат)
Colima, Colima	Колима (город)
Uwe Boll	Болл, Уве
Jonesboro, Arkansas	Джонсборо (Арканзас)
Safari	Путешествие
Gertrudi wa Thuringia	Гертруда Великая
Kiambishi	Аффикс
Ijevan	Иджеван
Jay-Z	Jay-Z
Kituo cha astronomia	Обсерватория
Heike Kamerlingh Onnes	Камерлинг-Оннес, Хейке
John Douglas Cockcroft	Кокрофт, Джон
Burj Al Arab	Бурдж-эль-Араб
Maria Magdalena	Мария Магдалина
Roy Glauber	Глаубер, Рой
Marx Brothers	Братья Маркс
Kula, Manisa	Кула (Турция)
Kanisa Katoliki la Armenia	Армянская католическая церковь
Kanisa Katoliki la Waethiopia	Эфиопская католическая церковь
Kanisa Katoliki la Kigiriki la Russia	Российская грекокатолическая церковь
Kanisa la Wakaldayo	Халдейская католическая церковь
Kanisa Katoliki la Kisiria la Malabar	Сиро-малабарская католическая церковь
Kanisa Katoliki la Kimelkiti	Мелькитская католическая церковь
Kanisa la Wamaroni	Маронитская католическая церковь
Kanisa Katoliki la Kigiriki la Bulgaria	Болгарская грекокатолическая церковь
Franka Potente	Потенте, Франка
Wolfgang Petersen	Петерсен, Вольфганг
Habsburg	Габсбурги
Wolfgang Pauli	Паули, Вольфганг
Khalifa	Халиф
Muza	Музы
Ekaristi	Евхаристия
Senati (Marekani)	Сенат США
Morelos	Морелос
Puducherry	Пудучерри
Earl Sutherland	Сазерленд, Эрл
Otto Sander	Зандер, Отто
Fuzhou	Фучжоу
Kifungo cha maisha	Пожизненное лишение свободы
Manda	Манда
Serikali ya Víchy	Режим Виши
Mipango miji	Градостроительство
Alois Alzheimer	Альцгеймер, Алоис
Hans Georg Dehmelt	Демельт, Ханс Георг
Hermann Emil Fischer	Фишер, Герман Эмиль
Theo Jörgensmann	Йоргенсманн, Тео
Adamu	Адам
Hildegarda wa Bingen	Хильдегарда Бингенская
Theodor Hänsch	Хенш, Теодор
Horst Störmer	Штёрмер, Хорст
Herbert Kroemer	Крёмер, Герберт
Ernst Ruska	Руска, Эрнст Август
Alfred Kastler	Кастлер, Альфред
Klaus von Klitzing	Клитцинг, Клаус фон
Mkoa wa Salamanca	Саламанка (провинция)
Mkoa wa Valladolid	Вальядолид (провинция)
Mkoa wa Zamora	Самора (провинция)
Mkoa wa León	Леон (провинция)
Uria Mhiti	Урия Хеттеянин
Ezhou	Эчжоу
Xiaogan, Hubei	Сяогань
Huanggang, Hubei	Хуанган
Aomori	Аомори (значения)
Mkoa wa Aomori	Аомори (префектура)
Mkoa wa Fukushima	Фукусима (префектура)
Hollywood Walk of Fame	Голливудская «Аллея славы»
Lorient	Лорьян
Henry Dale	Дейл, Генри
Vitry-sur-Seine	Витри-сюр-Сен
Portsmouth, Hampshire	Портсмут (Англия)
Fridtjof Nansen	Нансен, Фритьоф
Miaka ya 1370	1370-е годы
Toni Morrison	Тони Моррисон
Hai Phong	Хайфон
Cheech Marin	Марин, Чич
Willard Boyle	Бойл, Уиллард
Paul Karrer	Каррер, Пауль
Rasi ya Skandinavia	Скандинавский полуостров
Mhobiti	Хоббиты
Mbono	Ятрофа куркас
Askofu msaidizi	Ауксилиарий (католицизм)
Mkoa wa Yozgat	Йозгат (ил)
217 KK	217 год до н. э.
227 KK	227 год до н. э.
282 KK	282 год до н. э.
Katekisimu ya Kanisa Katoliki	Катехизис Католической церкви
279 KK	279 год до н. э.
404 KK	404 год до н. э.
Miguel Ángel Asturias	Астуриас, Мигель Анхель
Isaac Bashevis Singer	Башевис-Зингер, Исаак
321 KK	321 год до н. э.
360 KK	360 год до н. э.
324 KK	324 год до н. э.
Pierre de Fermat	Ферма, Пьер
281 KK	281 год до н. э.
406 KK	406 год до н. э.
Walutheri	Лютеранство
Nikolaus von Zinzendorf	Цинцендорф, Николай Людвиг
Carl von Ossietzky	Осецкий, Карл фон
George E. Smith	Смит, Джордж Элвуд
Nta za sikio	Ушная сера
Emil von Behring	Беринг, Эмиль Адольф фон
Wolfgang Ketterle	Кеттерле, Вольфганг
Otto Warburg	Варбург, Отто Генрих
Walther Bothe	Боте, Вальтер
A Fistful of Dollars	За пригоршню долларов
Paul Heyse	Хейзе, Пауль
Dawa za mfadhaiko	Антидепрессанты
Kurt Alder	Альдер, Курт
Manfred Eigen	Эйген, Манфред
Gerhard Herzberg	Херцберг, Герхард
Hans Fischer	Фишер, Ханс
Carl Bosch	Бош, Карл
Heinrich Otto Wieland	Виланд, Генрих Отто
Johann Deisenhofer	Дайзенхофер, Иоганн
Hans von Euler-Chelpin	Эйлер-Хельпин, Ханс Карл Август Симон фон
Friedrich Bergius	Бергиус, Фридрих
Otto Diels	Дильс, Отто Пауль Герман
Robert Huber	Хубер, Роберт
Karl Ziegler	Циглер, Карл Вальдемар
Mariana wa Molokai	Коуп, Марианна
Johannes Bednorz	Беднорц, Йоханнес Георг
Ludwig Quidde	Квидде, Людвиг
Edith Stein	Штайн, Эдит
Gerd Binnig	Бинниг, Герд Карл
Johannes Hans Daniel Jensen	Йенсен, Йоханнес Ханс Даниель
Adelaide wa Italia	Адельгейда Бургундская (императрица Священной Римской империи)
Max Delbruck	Дельбрюк, Макс
Mohamed Zidan	Зидан, Мохаммед
Georg von Hevesy	Хевеши, Дьёрдь де
Pavel Cherenkov	Черенков, Павел Алексеевич
Richard Willstatter	Вильштеттер, Рихард Мартин
Bert Sakmann	Сакман, Берт
Hartmut Michel	Михель, Хартмут
Klaus Barbie	Барби, Клаус
Fritz Lipmann	Липман, Фриц Альберт
Erwin Neher	Неер, Эрвин
Adolf Windaus	Виндаус, Адольф Отто Рейнгольд
Werner Forssmann	Форсман, Вернер
Georges Köhler	Кёлер, Жорж
Georg Wittig	Виттиг, Георг
Otto Loewi	Лёви, Отто
Adalbert wa Magdeburg	Адальберт Магдебургский
Valentin Weigel	Вайгель, Валентин
Hans Buchner	Бухнер, Ганс Эрнст Август
Marcus Nispel	Ниспель, Маркус
Ludwig Krapf	Крапф, Иоганн Людвиг
Hermann von Wissmann	Висман, Герман фон
Wilhelm Bleek	Блик, Вильгельм
Karl Peters	Петерс, Карл (1856)
Marianne Koch	Кох, Марианна
Arnold Janssen	Янссен, Арнольд
Robert Barany	Барани, Роберт
Julius Wagner-Jauregg	Вагнер-Яурегг, Юлиус
Max Perutz	Перуц, Макс Фердинанд
Richard Zsigmondy	Зигмонди, Рихард
Fritz Pregl	Прегль, Фриц
Richard Kuhn	Кун, Рихард
Alfred Fried	Фрид, Альфред Герман
Konrad Lorenz	Лоренц, Конрад
Walter Kohn	Кон, Вальтер
Victor Hess	Гесс, Виктор Франц
Yenisei (mto)	Енисей
San Luis Potosí (jimbo)	Сан-Луис-Потоси (штат)
Pieter Zeeman	Зееман, Питер
Mike Tyson	Тайсон, Майк
340 KK	340 год до н. э.
213 KK	213 год до н. э.
312 KK	312 год до н. э.
Gadsden, Alabama	Гадсден (Алабама)
Anniston, Alabama	Аннистон (Алабама)
Rogers, Arkansas	Роджерс (Арканзас)
Dothan, Alabama	Дотан (Алабама)
Fort Smith, Arkansas	Форт-Смит (Арканзас)
Springdale, Arkansas	Спрингдейл (Арканзас)
Auburn, Alabama	Оберн (Алабама)
Florence, Alabama	Флоренс (Алабама)
Miaka ya 1230	1230-е годы
Decatur, Alabama	Декейтер (Алабама)
Querétaro (jimbo)	Керетаро
Mkoa wa Bingöl	Бингёль (ил)
427 KK	427 год до н. э.
332 KK	332 год до н. э.
296 KK	296 год до н. э.
260 KK	260 год до н. э.
228 KK	228 год до н. э.
224 KK	224 год до н. э.
298 KK	298 год до н. э.
Frederick I Barbarossa	Фридрих I Барбаросса
273 KK	273 год до н. э.
Miaka ya 930	930-е годы
Mulhouse	Мюлуз
Mbangi	Конопля
Yuma, Arizona	Юма (Аризона)
Miaka ya 1390	1390-е годы
261 KK	261 год до н. э.
305 KK	305 год до н. э.
387 KK	387 год до н. э.
Mkoa wa Ardahan	Ардахан (ил)
Mkoa wa Aydın	Айдын (ил)
Conway, Arkansas	Конуэй (Арканзас)
Konya	Конья
Huntsville, Alabama	Хантсвилл (Алабама)
Michoacán	Мичоакан
Birmingham, Alabama	Бирмингем (Алабама)
Hasira	Гнев
Mobile, Alabama	Мобил (Алабама)
Debrecen	Дебрецен
Mlango wa Hormuz	Ормузский пролив
Mgawanyo wa madaraka	Разделение властей
North Little Rock, Arkansas	Норт-Литл-Рок
Shirika Lisilo la Kiserikali	Общественная организация
Durango (jimbo)	Дуранго (штат)
Nayarit	Наярит
Miaka ya 1130	1130-е годы
Puebla (jimbo)	Пуэбла
Hot Springs, Arkansas	Хот-Спрингс (Арканзас)
Mbelewele	Пыльца
335 KK	335 год до н. э.
470 KK	470 год до н. э.
211 KK	211 год до н. э.
271 KK	271 год до н. э.
290 KK	290 год до н. э.
Ghuba ya Omani	Оманский залив
Aguascalientes (jimbo)	Агуаскальентес (штат)
283 KK	283 год до н. э.
284 KK	284 год до н. э.
299 KK	299 год до н. э.
Emma Goldman	Гольдман, Эмма
Miaka ya 1360	1360-е годы
Miaka ya 1270	1270-е годы
José Mourinho	Моуринью, Жозе
Christchurch	Крайстчерч
Urano	Уран (мифология)
Tamaulipas	Тамаулипас
Mkoa wa Chiba	Тиба (префектура)
Mbalungi Mkubwa	Помело (фрукт)
Mmomonyoko	Эрозия (геология)
Papa Alexander I	Александр I (папа римский)
Mkoa wa Amasya	Амасья (ил)
Kitabu cha Ruthu	Книга Руфь
Prison Break	Побег (телесериал, 2005)
Charlize Theron	Терон, Шарлиз
Mkoa wa Ağrı	Агры (ил)
Elias Canetti	Канетти, Элиас
Babsk	Бабск
Mkoa wa Burdur	Бурдур (ил)
Kenzaburo Oe	Оэ, Кэндзабуро
Kitabu cha Danieli	Книга пророка Даниила
Kesi za Nuremberg	Нюрнбергский процесс
341 KK	341 год до н. э.
291 KK	291 год до н. э.
343 KK	343 год до н. э.
349 KK	349 год до н. э.
308 KK	308 год до н. э.
292 KK	292 год до н. э.
380 KK	380 год до н. э.
267 KK	267 год до н. э.
339 KK	339 год до н. э.
338 KK	338 год до н. э.
294 KK	294 год до н. э.
302 KK	302 год до н. э.
214 KK	214 год до н. э.
328 KK	328 год до н. э.
Quintana Roo	Кинтана-Роо
Sinaloa	Синалоа
Zacatecas (jimbo)	Сакатекас (штат)
Mji Haramu	Запретный город
Halldór Laxness	Халлдор Кильян Лакснесс
Mlima Olimpos	Олимп
Waraka wa kwanza kwa Wakorintho	1-е послание к Коринфянам
Mkoa wa Batman	Батман (ил)
Mkoa wa Aichi	Айти
Papa Anacletus	Клет (папа римский)
Miroslav Klose	Клозе, Мирослав
Nguchiro	Мангустовые
Papa Julius II	Юлий II
Shreveport, Louisiana	Шривпорт
Mbamia	Бамия
Msikiti wa Sultan Ahmed	Голубая мечеть (Стамбул)
Mkoa wa Van	Ван (ил)
Antakya	Антакья
Papa Hyginus	Гигин (папа римский)
Edvard Grieg	Григ, Эдвард
370 KK	370 год до н. э.
219 KK	219 год до н. э.
479 KK	479 год до н. э.
358 KK	358 год до н. э.
329 KK	329 год до н. э.
Tenzing Norgay	Тенцинг Норгей
Miaka ya 960	960-е годы
Miaka ya 990	990-е годы
Miaka ya 890	890-е годы
Miaka ya 1190	1190-е годы
Miaka ya 1180	1180-е годы
DJ Khaled	DJ Khaled
Anne Boleyn	Болейн, Анна
307 KK	307 год до н. э.
334 KK	334 год до н. э.
Gabriela Mistral	Габриэла Мистраль
Tanuri la nyuklia	Ядерный реактор
James Chadwick	Чедвик, Джеймс
Sigrid Undset	Унсет, Сигрид
Pearl S. Buck	Бак, Перл
Hidalgo (jimbo)	Идальго (штат)
Donald A. Glaser	Глазер, Дональд Артур
Campeche (jimbo)	Кампече (штат)
Tabasco (jimbo)	Табаско
John Travolta	Траволта, Джон
Svante Arrhenius	Аррениус, Сванте Август
Ufugaji	Животноводство
Fes	Фес
Bhopal	Бхопал
Uundaji bidhaa pepe za tarakilishi	Программная инженерия
Yuda Iskarioti	Иуда Искариот
Monterrey, Nuevo León	Монтеррей
Charleroi	Шарлеруа
Katibu Mkuu wa UM	Генеральный секретарь ООН
Miaka ya 950	950-е годы
Manchuria	Маньчжурия
304 KK	304 год до н. э.
348 KK	348 год до н. э.
309 KK	309 год до н. э.
342 KK	342 год до н. э.
303 KK	303 год до н. э.
364 KK	364 год до н. э.
268 KK	268 год до н. э.
Sifuri halisi	Абсолютный нуль температуры
469 KK	469 год до н. э.
Miaka ya 1020	1020-е годы
Miaka ya 1060	1060-е годы
278 KK	278 год до н. э.
286 KK	286 год до н. э.
Ziwa Assal	Ассаль (озеро)
Waamuzi (Biblia)	Книга Судей Израилевых
Miaka ya 1210	1210-е годы
Miaka ya 1350	1350-е годы
390 KK	390 год до н. э.
274 KK	274 год до н. э.
Bendera ya Uswidi	Флаг Швеции
289 KK	289 год до н. э.
272 KK	272 год до н. э.
Harrison Ford	Форд, Харрисон
Miaka ya 1310	1310-е годы
Miaka ya 1260	1260-е годы
Miaka ya 1220	1220-е годы
Miaka ya 1010	1010-е годы
Acapulco, Guerrero	Акапулько
Nuhu	Ной
Türk Telekom Arena	Тюрк Телеком Арена
Pierce Brosnan	Броснан, Пирс
Mkoa wa Konya	Конья (ил)
Alpaka	Альпака
Szeged	Сегед
Bonde la Ufa la Afrika ya Mashariki	Восточно-Африканская рифтовая долина
Ghuba ya Akaba	Акаба (залив)
Fort-de-France	Фор-де-Франс
Papa Sixtus I	Сикст I
Manavgat	Манавгат
Papa Telesphorus	Телесфор (папа римский)
Muwati	Акация
Miaka ya 970	970-е годы
François Mauriac	Мориак, Франсуа
314 KK	314 год до н. э.
344 KK	344 год до н. э.
325 KK	325 год до н. э.
429 KK	429 год до н. э.
KwaZulu-Natal	Квазулу-Натал
Anton Bruckner	Брукнер, Антон
Miaka ya 1420	1420-е годы
Giza (Misri)	Гиза
Álava	Алава
Mkoa wa Almería	Альмерия (провинция)
Mkoa wa Badajoz	Бадахос (провинция)
Kanieneo angahewa	Атмосферное давление
Monica Bellucci	Беллуччи, Моника
Kiwavi	Гусеница
319 KK	319 год до н. э.
337 KK	337 год до н. э.
265 KK	265 год до н. э.
269 KK	269 год до н. э.
Mkoa wa Akita	Акита (префектура)
Albino	Альбинизм
AFC Ajax	Аякс (футбольный клуб, Амстердам)
Royan	Руайан
Mkoa wa Barcelona	Барселона (провинция)
Mkoa wa Córdoba (Hispania)	Кордова (провинция, Испания)
Mkoa wa Cádiz	Кадис (провинция)
Malaika Gabrieli	Архангел Гавриил
Boulogne-sur-Mer	Булонь-сюр-Мер
Pembe (anatomia)	Рог
Okapi	Окапи
Aina za maneno	Часть речи
George Berkeley	Беркли, Джордж
Tiro	Тир (город)
Mkoa wa Bolu	Болу (ил)
Mkoa wa Denizli	Денизли (ил)
Mexico (jimbo)	Мехико (штат)
Mkoa wa La Coruña	Ла-Корунья (провинция)
Mkoa wa Granada	Гранада (провинция)
301 KK	301 год до н. э.
Shirika la Chakula na Kilimo la Umoja wa Mataifa (FAO)	Продовольственная и сельскохозяйственная организация ООН
400 KK	400 год до н. э.
359 KK	359 год до н. э.
450 KK	450 год до н. э.
La Rochelle	Ла-Рошель
Bendera ya Brazil	Флаг Бразилии
Hande Yener	Йенер, Ханде
John Galsworthy	Голсуорси, Джон
Miaka ya 920	920-е годы
Miaka ya 1170	1170-е годы
Miaka ya 980	980-е годы
Miaka ya 1080	1080-е годы
Miaka ya 1000	1000-е годы
Miaka ya 1300	1300-е годы
Miaka ya 1330	1330-е годы
263 KK	263 год до н. э.
262 KK	262 год до н. э.
306 KK	306 год до н. э.
266 KK	266 год до н. э.
318 KK	318 год до н. э.
277 KK	277 год до н. э.
Henri de Toulouse-Lautrec	Тулуз-Лотрек, Анри де
Sankt Pölten	Санкт-Пёльтен
Leon Cooper	Купер, Леон
Msuguano	Трение
Bundesliga	Чемпионат Германии по футболу
313 KK	313 год до н. э.
311 KK	311 год до н. э.
Vita kati ya Irak na Uajemi	Ирано-иракская война
Tlaxcala (jimbo)	Тласкала (штат)
Miaka ya 1090	1090-е годы
Mkoa	Регион
Wikipedia:Makosa	Имя
Miaka ya 1380	1380-е годы
Sokotra	Сокотра (остров)
Miaka ya 1240	1240-е годы
Miaka ya 1290	1290-е годы
315 KK	315 год до н. э.
David Villa	Вилья, Давид
Majilio	Адвент
Miaka ya 1450	1450-е годы
Papa Gregori XIII	Григорий XIII
Bad Urach	Бад-Урах
Vihisishi	Междометие
Salvatore Quasimodo	Квазимодо, Сальваторе
Miaka ya 1110	1110-е годы
Miaka ya 1160	1160-е годы
Miaka ya 940	940-е годы
Miaka ya 1250	1250-е годы
Saul Bellow	Беллоу, Сол
Van	Ван (город, Турция)
Leicester	Лестер
Timor	Тимор
Mkoa wa Sakarya	Сакарья (ил)
Mkoa wa Aksaray	Аксарай (ил)
Mkoa wa Kars	Карс (ил)
Mkoa wa Diyarbakır	Диярбакыр (ил)
Uyoga	Гриб
Osmani I	Осман I
Mkoa wa Edirne	Эдирне (ил)
316 KK	316 год до н. э.
327 KK	327 год до н. э.
362 KK	362 год до н. э.
405 KK	405 год до н. э.
Muhogo	Маниок съедобный
366 KK	366 год до н. э.
389 KK	389 год до н. э.
317 KK	317 год до н. э.
361 KK	361 год до н. э.
363 KK	363 год до н. э.
346 KK	346 год до н. э.
Kombe la Mataifa ya Afrika	Кубок африканских наций
Jean Cocteau	Кокто, Жан
Papa Klementi VII	Климент VII
ANC	Африканский национальный конгресс
Kampuni ya Kiingereza kwa Uhindi wa Mashariki	Британская Ост-Индская компания
Mpingo	Дальбергия меланоксилон
Eugenio Montale	Монтале, Эудженио
Almere	Алмере
Paa	Крыша
Jacinto Benavente	Бенавенте-и-Мартинес, Хасинто
Goiânia	Гояния
Papa Pius I	Пий I
Kiruna	Кируна
Mkoa wa Bitlis	Битлис (ил)
Galilaya	Галилея
Kinyegere	Скунсовые
357 KK	357 год до н. э.
376 KK	376 год до н. э.
382 KK	382 год до н. э.
413 KK	413 год до н. э.
430 KK	430 год до н. э.
365 KK	365 год до н. э.
367 KK	367 год до н. э.
Vuvuzela	Вувузела
Mkoa wa Ibaraki	Ибараки
Mkoa wa Hatay	Хатай (ил)
Selena Gomez	Гомес, Селена
Lord Rayleigh	Стретт, Джон Уильям (лорд Рэлей)
Miaka ya 870	870-е годы
Miaka ya 160	160-е годы
Uajemi ya Kale	Персидская империя
Bab el Mandeb	Баб-эль-Мандебский пролив
Homa ya matumbo	Брюшной тиф
Bela Bartok	Барток, Бела
Waturuki	Тюрки
James Dewey Watson	Уотсон, Джеймс
Miaka ya 1340	1340-е годы
Miaka ya 880	880-е годы
Robin Williams	Уильямс, Робин
Mkoa wa Bartın	Бартын (ил)
Tohara	Обрезание
Miaka ya 860	860-е годы
Miaka ya 1320	1320-е годы
Miaka ya 1070	1070-е годы
Miaka ya 1200	1200-е годы
Miaka ya 1280	1280-е годы
385 KK	385 год до н. э.
Kidole gumba	Большой палец
Tanakh	Танах
Miaka ya 1140	1140-е годы
Diyarbakır	Диярбакыр
Bendera ya Algeria	Флаг Алжира
Heroes	Герои (телесериал)
Mons	Монс
354 KK	354 год до н. э.
Cary Grant	Кэри Грант
475 KK	475 год до н. э.
396 KK	396 год до н. э.
355 KK	355 год до н. э.
Kito (madini)	Драгоценные камни
Muziki wa country	Кантри
Miaka ya 1440	1440-е годы
John Terry	Терри, Джон
Jenerali	Генерал
Gary Oldman	Олдмен, Гэри
The Matrix	Матрица (фильм)
Mount Rushmore	Рашмор
Akili	Интеллект
Vladimir Prelog	Прелог, Владимир
Bubalus	Буйвол
Bitlis	Битлис
Aleksander Prokhorov	Прохоров, Александр Михайлович
Nikolai Basov	Басов, Николай Геннадиевич
Hermann Muller	Мёллер, Герман Джозеф
Avesta (Uswidi)	Авеста (город)
Salem	Сейлем
Savannah, Georgia	Саванна (Джорджия)
Swear It Again	Swear It Again
Panzi	Короткоусые прямокрылые
Nzige	Саранча
Mkoa wa Kocaeli	Коджаэли (ил)
Kanisa kuu la Roma	Латеранская базилика
Karl Landsteiner	Ландштейнер, Карл
Nchi za Maziwa Makuu	Великие Африканские озёра
Polandball	Polandball
Alois Maria wa Montfort	Гриньон де Монфор, Людовик Мария
Willy Puchner	Пухнер, Вилли
Changchun	Чанчунь
London, Ontario	Лондон (Канада)
Kigezo:Cite book	Шаблон:Cite book
Subhash Kak	Как, Субхаш
Pär Lagerkvist	Лагерквист, Пер
Eugene O'Neill	О’Нил, Юджин
Errol Flynn	Флинн, Эррол
Baptisti	Баптизм
Bollywood	Болливуд
Mkoa wa Hakkâri	Хаккяри (ил)
Nikolai Rimsky-Korsakov	Римский-Корсаков, Николай Андреевич
Antili Ndogo	Малые Антильские острова
Injinitreni	Локомотив
Bendera ya Iceland	Флаг Исландии
Gaziantep	Газиантеп
Sugar Land, Texas	Шугар-Ленд (Техас)
Miles Davis	Дейвис, Майлс
Vichy	Виши
Seamus Heaney	Хини, Шеймас
Mkoa wa Vizcaya	Бискайя
Greeley, Colorado	Грили (Колорадо)
Rose Marie	Роуз Мари
Mkoa wa Antofagasta	Антофагаста (провинция)
Kocaali	Коджаали
Çamlıyayla	Чамлыяйла
Mut (District), Mersin	Мут (Мерсин)
Acıgöl	Аджыгёль (Невшехир)
Mkoa wa Huelva	Уэльва (провинция)
Mkoa wa Jaén (Hispania)	Хаэн (провинция)
Mkoa wa Lugo	Луго (провинция)
Mkoa wa Málaga	Малага (провинция)
Mkoa wa Orense	Оренсе (провинция)
Mkoa wa Las Palmas	Лас-Пальмас (провинция)
Mkoa wa Pontevedra	Понтеведра (провинция)
Mkoa wa Sevilla	Севилья (провинция)
Binche	Бенш
Mkoa wa Tarragona	Таррагона (провинция)
Dirty Diana	Dirty Diana
Mkoa wa Santa Cruz de Tenerife	Санта-Крус-де-Тенерифе (провинция)
Ratili	Фунт (единица измерения)
Ubalehe	Половое созревание
Papa Eleutero	Елевферий (папа римский)
Newport	Ньюпорт
Papa Innocent X	Иннокентий X
Papa Soter	Сотер (папа римский)
Papa Innocent XI	Иннокентий XI
Papa Alexander VIII	Александр VIII
Papa Zephyrinus	Зефирин (папа римский)
Lobamba	Лобамба
Papa Paulo IV	Павел IV
Papa Pius II	Пий II
Rastafari	Растафарианство
Thabo Mbeki	Мбеки, Табо
Altare	Алтарь
Papa Marcello II	Марцелл II
Mchai	Чай (растение)
Wakalvini	Кальвинизм
VfL Wolfsburg	Вольфсбург (футбольный клуб)
Papa Gregori VIII	Григорий VIII (папа римский)
Kisonono	Гонорея
Apeldoorn	Апелдорн
Nasaba ya Tudor	Тюдоры
Ronald Ross	Росс, Рональд
Boksiti	Боксит
Papa Liberius	Либерий (папа римский)
Papa Marcello I	Марцелл I
Bendera ya Jibuti	Флаг Джибути
Maji matamu	Пресная вода
Bendera ya Sudan	Флаг Судана
Peter Agre	Агре, Питер
Sidney Altman	Олтмен, Сидней
Christian Anfinsen	Анфинсен, Кристиан Бемер
Francis William Aston	Астон, Фрэнсис Уильям
Orodha ya miji ya Italia	Города Италии
Snorri Sturluson	Снорри Стурлусон
Blekinge län	Блекинге (лен)
Paul Berg	Берг, Пол
Bendera ya Uskoti	Флаг Шотландии
Paul Boyer	Бойер, Пол
Miskolc	Мишкольц
Herbert Brown	Браун, Герберт Чарлз
Derek Barton	Бартон, Дерек
Sokwe (Hominoidea)	Человекообразные обезьяны
Sabato	Шаббат
